 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),215143,805905,598668,394050,199853,728010,542777,352208,182744,631674,472566,301473,151164,546505,410221,269671,137601,510624,380042,249691,127658,453994,341321,219188,398969,321343,289381, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),905,5156,2235,1643,1818,7484,2615,1900,973,2704,1054,924,448,2074,914,644,715,6664,2671,1051,462,5002,1405,1587,2105,1193,7642, 
 经营活动现金流入小计(万元),216048,811061,600903,395692,201670,735494,545392,354108,183717,634378,473621,302397,151611,548580,411135,270315,138316,517288,382713,250742,128120,458996,342726,220775,401074,322537,297023, 
 购买商品、接受劳务支付的现金(万元),172512,585511,444512,292131,148727,536255,406555,262164,137922,469887,356250,229416,110213,396525,296446,196614,100963,373289,277561,180624,93825,341920,259946,168003,296864,251494,219930, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),18829,72450,55040,37400,19490,71952,52994,35858,19002,59713,43442,27838,13695,51251,38525,25449,13045,51749,38114,25123,12586,42850,22054,19610,30235,21658,19750, 
 支付的各项税费(万元),7152,28367,22407,15379,6782,27470,20978,14237,6740,26540,20166,13915,6000,23149,17091,12176,4981,20412,15619,11203,4702,17702,14078,9567,17146,13233,11733, 
 支付的其他与经营活动有关的现金(万元),22052,76772,57705,36074,15513,72613,60416,36069,19886,58668,72331,24245,14888,49751,41522,23777,11676,43947,33737,18755,14525,37638,30157,17109,31657,26096,19323, 
 经营活动现金流出小计(万元),220544,763099,579664,380985,190511,708290,540944,348328,183551,614808,492188,295413,144796,520676,393584,258015,130664,489397,365030,235705,125638,440110,326235,214289,375901,312482,270738, 
 经营活动产生的现金流量净额(万元),-4496,47962,21239,14707,11159,27204,4448,5779,167,19570,-18567,6984,6816,27904,17551,12299,7651,27891,17683,15037,2482,18886,16491,6487,25173,10055,26286, 
 收回投资所收到的现金(万元),--,39500,14500,4500,4500,43000,25000,10000,--,84200,24200,--,--,173857,81000,81000,--,91000,15000,10000,--,11000,--,--,--,--,1015, 
 取得投资收益所收到的现金(万元),--,406,75,34,34,510,269,151,--,3718,1811,1235,--,5241,2575,2575,--,1056,124,95,--,84,--,--,--,--,16, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),21,911,25,17,2,15,--,9,0,34,24,--,23,1362,199,150,9,87,76,1,1,32,32,2,819,81,19, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,1350,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),21,42167,14600,4551,4537,43525,25269,10160,0,87953,26035,1235,23,180460,83774,83724,9,92143,15200,10096,1,11115,32,2,819,81,1050, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1026,9370,9163,7904,3905,36665,22581,22033,11714,78888,29755,26954,5405,8101,6748,5283,2223,16797,14627,11400,1608,12094,10855,2998,14544,24161,14147, 
 投资所支付的现金(万元),10000,35000,35000,--,--,47500,43000,25450,20000,74290,74200,74200,--,102857,92857,77857,--,172000,30000,25000,10000,11000,--,--,--,--,1000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,45000,--,--,--,--,--,--,74200,--,--,--,--,--,--,--,--,--,--,--,--,--,250, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,1350,--,--,--,--,--,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
