 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),7803,28966,19897,10406,5758,27788,15743,10717,5133,15288,7601,2595,3589,14623,9818,6708,2224,23284,17995,14798,5869,22684,16800,10868,5777,27532,23032,14246,8134,27422,19562,26917,21869,23486, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,84,96,--,0,327,209,110,0,5,4,0,0,157,157,146,141,52,19,6,2,92,91,91,3,42,16,16,1,73,73,4,3,1, 
 收到的其他与经营活动有关的现金(万元),211,4490,1442,963,626,2303,1515,1088,345,978,1528,761,451,981,3447,2700,424,1446,2419,1546,765,1284,2063,1579,610,2961,1177,1715,454,2614,187,688,954,2340, 
 经营活动现金流入小计(万元),8014,33540,21435,11369,6383,30418,17466,11915,5478,16271,9133,3356,4040,15761,13422,9555,2789,24782,20433,16350,6637,24060,18954,12538,6391,30535,24225,15977,8589,30109,19822,27608,22827,25827, 
 购买商品、接受劳务支付的现金(万元),1607,13681,9957,6626,3261,10903,7136,4287,1627,8908,4493,1165,1952,3752,8577,6666,1565,7501,6205,5341,2957,13156,9856,6032,4937,13177,10718,7315,3000,17240,12680,13020,9152,13120, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2098,7457,5297,3481,1816,6026,4491,2858,1406,5275,4169,2879,1554,5889,4422,2933,1354,5461,4745,3462,2009,6180,4465,2975,1530,5724,4272,2838,1613,4469,3496,3345,2567,2553, 
 支付的各项税费(万元),2100,3827,3477,2846,1874,2980,1809,1147,630,3537,3021,2445,1590,2669,2122,1556,749,2630,2270,2004,1087,2607,1987,1627,646,4118,2846,2161,621,5005,3673,3180,2818,2522, 
 支付的其他与经营活动有关的现金(万元),1400,3524,3701,2489,1247,5939,4531,3227,1411,4508,4555,3502,1791,6052,4632,2843,1345,6499,4201,2297,1079,6080,6264,4749,1503,6918,4125,3269,823,5359,2811,5684,3227,3283, 
