 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),133467,79275,146302,101337,48645,112219,15227,112023,82652, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),684,769,2546,757,1995,1458,444,1551,1211, 
 经营活动现金流入小计(万元),134151,80044,148848,102094,50639,113677,15672,113574,83863, 
 购买商品、接受劳务支付的现金(万元),84968,52652,85526,64128,41255,72503,17906,77767,61561, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),16026,10900,15084,11202,7773,11507,3106,8214,5559, 
 支付的各项税费(万元),12446,8472,18303,13944,7744,12288,1326,9376,6170, 
 支付的其他与经营活动有关的现金(万元),20877,10707,18551,13466,7568,15743,2731,12444,14295, 
 经营活动现金流出小计(万元),134317,82731,137464,102740,64340,112040,25069,107800,87585, 
 经营活动产生的现金流量净额(万元),-166,-2687,11384,-646,-13701,1636,-9397,5774,-3722, 
 收回投资所收到的现金(万元),6000,6000,12980,12980,9480,25000,11000,5066,--, 
 取得投资收益所收到的现金(万元),107,88,50,50,144,109,45,52,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),16,16,30,16,16,46,--,11,10, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),66,51,330,--,--,--,--,28,69, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6189,6155,13391,13046,9640,25155,11045,5156,79, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15187,12758,24642,15616,6388,10516,1535,7612,5067, 
 投资所支付的现金(万元),3000,3000,12980,9980,6480,23000,3000,11066,2000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,1100, 
 支付的其他与投资活动有关的现金(万元),429,926,345,13,116,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),18616,16684,37967,25608,12984,33516,4535,18678,8167, 
 投资活动产生的现金流量净额(万元),-12427,-10529,-24576,-12562,-3344,-8361,6511,-13522,-8088, 
 吸收投资收到的现金(万元),--,--,44207,44207,1965,7000,--,6000,3071, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),15300,8300,13135,13135,9235,19300,5600,9800,8300, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),571,522,7900,5528,14179,4021,3780,5761,9870, 
 筹资活动现金流入小计(万元),15871,8822,65243,62871,25379,30321,9380,21561,21241, 
 偿还债务支付的现金(万元),6591,4494,17543,11145,7458,15822,2800,11550,5501, 
 分配股利、利润或偿付利息所支付的现金(万元),3831,3579,2715,2530,2338,786,175,729,720, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),10058,3408,9679,2347,210,96,96,6856,--, 
 筹资活动现金流出小计(万元),20479,11481,29937,16023,10006,16704,3072,19134,6221, 
 筹资活动产生的现金流量净额(万元),-4609,-2659,35306,46848,15373,13617,6309,2426,15020, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-17201,-15875,22113,33640,-1672,6893,3422,-5321,3210, 
 加:期初现金及现金等价物余额(万元),35185,35185,13072,13072,13072,6179,6179,11501,8291, 
 期末现金及现金等价物余额(万元),17984,19310,35185,46712,11400,13072,9602,6179,11501, 
 净利润(万元),--,10815,26445,23944,18067,16490,2386,7856,3953, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1379,2101,1439,1085,2243,-17,829,912, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,816,1443,1052,681,1269,303,733,457, 
 无形资产摊销(万元),--,121,160,118,82,144,33,87,58, 
 长期待摊费用摊销(万元),--,32,62,44,15,29,4,12,8, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-7,34,-8,-5,283,2,8,17, 
 固定资产报废损失(万元),--,--,--,0,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,-51,-3,-169,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,378,747,572,918,1698,411,1781,1429, 
 投资损失(万元),--,604,-50,-50,-144,-109,-45,-52,--, 
 递延所得税资产减少(万元),--,-426,-677,-289,-167,-522,-10,-109,-496, 
 递延所得税负债增加(万元),--,-8,8,0,25,--,--,--,--, 
 存货的减少(万元),--,-4732,-5047,-3160,-1022,1043,-209,-3979,-2630, 
 经营性应收项目的减少(万元),--,-28105,-30182,-30710,-24428,-27620,-6780,-7798,-16634, 
 经营性应付项目的增加(万元),--,16450,14326,4351,-10121,6423,-5537,5548,7976, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-3,2065,2054,1481,266,63,856,1229, 
 经营活动产生现金流量净额(万元),--,-2687,11384,-646,-13701,1636,-9397,5774,-3722, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),17984,19310,35185,46712,11400,13072,9602,6179,11501, 
 现金的期初余额(万元),35185,35185,13072,13072,13072,6179,6179,11501,8291, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-17201,-15875,22113,33640,-1672,6893,3422,-5321,3210, 

