 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-03-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),144851,735588,513408,315473,122794,494492,369088,226209,97958,300749,257144,149488,65191,269869,179301,121243,46044,178809,147113,89672,30532,173036,118405,69827,28771,171441,107128,61571,29227,180943,153017,100179,53069,182988,118229,83149,37154,98179,19941,91701,55320, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 收到的税费返还(万元),59,227,216,183,151,162,177,149,0,153,109,57,20,210,264,93,20,6,65,30,21,661,196,128,25,204,37,33,--,70,--,--,--,0,0,0,0,0,3,84,95, 
 收到的其他与经营活动有关的现金(万元),2197,3623,1996,1652,171,3550,3917,627,1268,4202,6359,1494,557,1808,7151,2632,1563,704,2307,1868,584,1771,4522,2901,999,4219,5620,3079,1735,5810,3431,3171,464,3000,331,1904,200,3974,1675,394,1922, 
 经营活动现金流入小计(万元),147107,739437,515620,317309,123116,498205,373182,226985,99226,305104,263612,151039,65768,271887,186716,123968,47628,179520,149485,91570,31137,175467,123123,72856,29795,175865,112785,64682,30961,186824,156448,103350,53533,185987,118559,85053,37354,102153,21619,92179,57337, 
 购买商品、接受劳务支付的现金(万元),102071,628418,462211,269601,139349,449827,305829,196786,97949,264311,228538,135255,61139,252792,139828,93324,42897,205867,145589,98941,48201,148143,120593,82722,42680,140427,106458,65369,34225,196141,177529,122778,64681,170578,118150,72067,39134,88114,15634,75034,47249, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),4017,12634,8551,6484,3148,10392,6639,4569,2369,10454,6976,4779,2680,9435,6813,4719,2611,6808,3668,2234,1075,4924,2894,2068,1211,4088,2640,1593,887,3429,2273,1534,752,2264,1605,925,393,1077,302,752,724, 
 支付的各项税费(万元),5988,15234,13010,7125,3617,14658,10219,4743,10441,4007,5263,4289,459,4585,4177,2963,2074,8367,6992,3603,1592,7451,4402,2149,1023,9153,6461,4591,1637,12602,10669,8050,3412,9920,6936,3412,1370,8450,2942,5426,3421, 
 支付的其他与经营活动有关的现金(万元),823,11130,12870,10739,3378,9386,25852,15590,5765,4701,10401,3770,2541,4955,8508,3166,2101,5994,7291,6005,5659,3744,4320,2594,2032,6152,3223,1851,2487,9148,3428,2471,1141,7483,3517,2778,1289,4436,1377,3970,2264, 
 经营活动现金流出小计(万元),112898,667416,496642,293950,149493,484264,348540,221688,116524,283472,251178,148093,66819,271767,159326,104173,49684,227037,163541,110783,56527,164262,132210,89533,46945,159820,118782,73405,39236,221319,193899,134832,69985,190246,130208,79182,42186,102077,20254,85181,53659, 
 经营活动产生的现金流量净额(万元),34209,72021,18978,23359,-26377,13940,24642,5297,-17298,21632,12434,2945,-1051,120,27390,19795,-2056,-47517,-14056,-19213,-25390,11205,-9088,-16677,-17150,16045,-5997,-8723,-8275,-34495,-37450,-31482,-16452,-4258,-11649,5871,-4832,77,1365,6998,3679, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,1216,--,--,--,--,--,--,5089,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,127, 
 取得投资收益所收到的现金(万元),14,526,490,294,--,181,50,31,--,697,269,--,--,55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,3, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),15,24,--,--,--,1330,1,--,--,31,3,3,3,2,0,--,--,61,15,--,-198,981,295,295,288,1367,38,2,2,3,--,--,--,8,0,0,0,5,0,112,90, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,-1338,-1123,--,538,382,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,707, 
 收到的其他与投资活动有关的现金(万元),9989,10212,5794,4588,--,11433,19340,17040,7518,10643,7645,4117,4571,17332,0,0,1003,5681,119,113,10000,2170,443,440,-825,2103,410,0,10,--,170,164,--,0,0,0,0,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 投资活动现金流入小计(万元),10019,10761,6285,4882,0,12944,18053,15948,7518,11909,9514,4120,4574,17389,0,0,1003,10831,134,113,9802,3150,738,735,-537,3470,447,2,12,3,170,164,0,8,0,0,0,5,0,112,927, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),975,2850,2533,1414,965,23815,18997,18119,9977,7557,4018,5617,2071,16334,18878,17025,14499,55017,63847,46406,24982,49350,21084,11972,6032,23620,8830,5141,3209,35428,30468,21413,4476,20471,9713,6415,2925,11143,3055,2386,3053, 
 投资所支付的现金(万元),--,1037,--,--,--,--,--,--,--,424,--,--,--,13000,13000,0,--,44,44,44,44,4320,4320,4320,--,1080,--,--,--,4000,4000,1500,1000,2996,2000,2996,0,3500,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,926,744,-119,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,2996,0,1557,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),11800,18193,6204,5871,--,9592,18950,13150,6804,11745,6500,3500,--,12100,265,1999,--,3504,--,--,--,10000,426,334,-1036,--,0,--,0,--,--,--,960,2000,0,0,274,0,31,392,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0, 
