 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),29923,18423,11122,31096,23668,14765,7133,39524,22127,17259,--,30366,11552,25481,26069,22814, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1255,834,388,1335,1014,481,226,1574,1249,1079,--,1084,705,751,852,875, 
 收到的其他与经营活动有关的现金(万元),549,471,19,90,65,46,3,317,50,66,--,278,115,618,467,301, 
 经营活动现金流入小计(万元),31727,19728,11530,32522,24746,15291,7362,41415,23426,18403,--,31728,12372,26850,27388,23990, 
 购买商品、接受劳务支付的现金(万元),16187,10323,7023,20622,15432,9639,4053,19238,8101,8392,--,14813,7006,14355,14224,14563, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7078,4474,2773,7939,5860,3893,1979,8284,6383,4351,--,6905,3424,6532,5827,5694, 
 支付的各项税费(万元),536,370,203,1530,1384,1233,731,1317,969,722,--,1072,591,896,989,670, 
 支付的其他与经营活动有关的现金(万元),1454,1008,856,1855,1249,822,371,1714,1334,886,--,3820,1180,1785,965,867, 
 经营活动现金流出小计(万元),25256,16176,10855,31946,23924,15588,7134,30554,16787,14352,--,26611,12201,23567,22006,21795, 
 经营活动产生的现金流量净额(万元),6471,3552,675,576,822,-296,228,10861,6638,4052,3986,5117,171,3283,5382,2196, 
 收回投资所收到的现金(万元),--,--,--,3050,3050,3050,--,400,400,400,--,--,--,13633,16967,--, 
 取得投资收益所收到的现金(万元),--,--,--,23,23,23,--,9,9,9,--,--,--,68,4,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),41,22,--,--,--,--,--,0,--,--,--,--,--,--,--,550, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),341,22,0,3073,3073,3073,0,409,409,409,--,0,0,13701,16971,550, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15483,7074,2526,12389,9192,6576,3693,5073,3573,3043,--,13223,5359,6442,5145,3425, 
 投资所支付的现金(万元),--,--,--,3050,3050,3050,3050,--,--,--,--,400,--,13633,16967,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),60,60,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),15543,7134,2526,15439,12242,9626,6743,5073,3573,3043,--,13623,5359,20075,22112,3425, 
 投资活动产生的现金流量净额(万元),-15202,-7112,-2526,-12366,-9169,-6553,-6743,-4663,-3163,-2634,-2551,-13623,-5359,-6374,-5141,-2875, 
 吸收投资收到的现金(万元),--,--,--,18713,18713,--,--,--,--,--,--,--,--,--,--,1049, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),20090,11979,4293,35872,30063,21696,17253,34264,27071,16556,--,41013,22338,36238,17269,18904, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,1250,1250,--,--,--,--,--,--,--,--,--,--,1809, 
 筹资活动现金流入小计(万元),20090,11979,4293,55835,50026,21696,17253,34264,27071,16556,--,41013,22338,36238,17269,21762, 
 偿还债务支付的现金(万元),10352,4691,878,42854,28380,14021,10454,39368,27089,19465,--,32606,17368,31454,15712,16002, 
 分配股利、利润或偿付利息所支付的现金(万元),1766,1583,137,950,782,477,222,728,545,335,--,778,308,324,346,225, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),170,161,0,786,472,191,146,211,177,61,--,254,152,138,236,3294, 
 筹资活动现金流出小计(万元),12289,6434,1015,44591,29634,14689,10822,40308,27811,19861,--,33638,17828,31916,16294,19521, 
 筹资活动产生的现金流量净额(万元),7801,5545,3278,11244,20392,7007,6430,-6044,-739,-3305,-1902,7375,4509,4322,976,2241, 
 汇率变动对现金及现金等价物的影响(万元),-138,-219,-46,104,14,-34,-53,-417,-171,145,--,216,137,-71,-18,37, 
 现金及现金等价物净增加额(万元),-1067,1766,1382,-442,12059,124,-138,-262,2565,-1742,-427,-915,-541,1159,1198,1599, 
 加:期初现金及现金等价物余额(万元),3062,3062,3062,3505,3505,3505,3505,3767,3767,3767,--,4683,4683,3523,2325,726, 
 期末现金及现金等价物余额(万元),1995,4828,4444,3062,15564,3629,3366,3505,6332,2025,--,3767,4141,4683,3523,2325, 
 净利润(万元),--,2247,--,3567,--,1773,880,4225,--,1598,--,3215,1978,4279,3967,3475, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,38,--,378,--,183,102,-31,--,26,--,1,175,182,-38,64, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,490,--,1025,--,515,258,1079,--,548,--,944,414,723,594,515, 
 无形资产摊销(万元),--,62,--,138,--,67,31,133,--,65,--,131,64,101,92,44, 
 长期待摊费用摊销(万元),--,853,--,1624,--,796,399,1504,--,713,--,38,2,2,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,2,--,--,--,15,--,--,--,3,--,13,--,-3, 
 固定资产报废损失(万元),--,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,277,--,1207,--,527,271,940,--,404,--,874,329,324,346,225, 
 投资损失(万元),--,--,--,-23,--,-23,--,-9,--,-9,--,--,--,-68,-4,--, 
 递延所得税资产减少(万元),--,219,--,62,--,56,43,51,--,-140,--,-527,-12,-17,-1,-13, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-198,--,-278,--,120,277,-1049,--,-119,--,-61,447,-744,-895,-1357, 
 经营性应收项目的减少(万元),--,-738,--,-6784,--,-3215,-1159,1436,--,-454,--,-819,-2655,-2986,824,-1982, 
 经营性应付项目的增加(万元),--,265,--,-342,--,-1094,-873,2567,--,1420,--,1317,-571,1473,495,1228, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,3552,--,576,--,-296,228,10861,--,4052,--,5117,171,3283,5382,2196, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
