 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),8386,7138,5157,1521,1332,823,428,2007,983,801,81,685,641,638,432,526,372,289,70,953,556,354,182,2329,2079,1683,1122,6540,5245,4391,1245,5427,4591,3311,1184,7211,5435,3083,1256,7151,6975,4749,2517,18331,11939,11680,3836,11046,5164,3021,1452, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,11,7,--,25,21,13,12,36,31,17,--,12,2,--,--,--,--,0,--,5,5,0,--,2409,2409,2910,--, 
 收到的其他与经营活动有关的现金(万元),19747,4732,2309,832,33,61,33,4615,702,737,9,947,809,601,627,148,137,61,17,17,7,6,0,54,53,41,40,32,29,27,23,9,8,5,3,156,7,5,6,15,10,7,16,8,1043,4,585,31,4,4,287, 
 经营活动现金流入小计(万元),28133,11870,7466,2353,1365,885,461,6622,1685,1538,91,1632,1450,1239,1058,674,510,350,87,970,562,360,182,2393,2143,1730,1162,6597,5294,4431,1280,5471,4629,3333,1187,7380,5445,3087,1262,7166,6986,4756,2533,18345,12988,11683,4422,13486,7578,5935,1739, 
 购买商品、接受劳务支付的现金(万元),8787,5199,3900,69,210,182,142,685,19,7,--,--,--,--,--,--,--,--,--,6,6,6,6,812,806,807,611,4743,3944,3280,947,3403,2939,2091,787,5168,4180,2293,889,4868,5376,3504,1847,15853,11148,10278,2868,9102,3735,2402,873, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--, 
 支付给职工以及为职工支付的现金(万元),568,422,295,887,716,497,287,686,443,315,58,488,381,254,137,351,206,149,90,275,195,128,76,880,815,554,241,1092,757,433,219,837,614,440,213,921,697,448,208,962,687,455,246,926,624,437,190,678,492,311,147, 
 支付的各项税费(万元),314,254,87,185,329,189,99,167,146,104,--,82,61,34,24,75,58,48,27,62,45,27,1,27,25,22,2,26,20,16,13,34,23,16,6,119,120,104,38,360,302,248,171,358,312,259,93,408,264,142,64, 
 支付的其他与经营活动有关的现金(万元),18110,9517,7282,11232,2176,944,210,2920,453,344,6,1102,1060,993,830,2675,2964,279,140,350,267,169,101,501,378,289,100,2383,681,477,155,668,506,445,149,1085,472,370,265,783,535,372,204,948,1809,696,731,1996,1238,861,478, 
 经营活动现金流出小计(万元),27778,15392,11564,12372,3431,1812,738,4458,1060,771,63,1671,1502,1282,991,3100,3228,476,257,694,513,330,184,2220,2024,1673,955,8244,5401,4206,1333,4942,4082,2991,1155,7293,5469,3215,1399,6972,6900,4580,2467,18085,13892,11670,3882,12183,5729,3715,1563, 
 经营活动产生的现金流量净额(万元),355,-3522,-4098,-10019,-2066,-927,-277,2164,625,768,27,-40,-52,-43,67,-2427,-2718,-126,-170,276,49,30,-2,173,119,57,207,-1648,-107,226,-52,529,547,342,33,87,-25,-128,-137,194,86,176,66,259,-904,13,540,1303,1848,2220,176, 
 收回投资所收到的现金(万元),--,--,--,40,40,40,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,13,--,--,--,0,--,1138,1042,0,--,80,80,80,0, 
