 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,1570366,1636404,2571138,--,--,1587978,1201888,--,--,--,--,--,--,--,3021955,1926744,1495758,-2175967,718650,--,--,-598467,--,--,436704,-352850,--,--,--,-424812,-328883,0,--,-80104,-203338,37553,-294839,-154188,-172526,-109691,135166,51540,-49857,21575,17972,-371985,-61814,-114234, 
 收取利息、手续费及佣金的现金(万元),3000498,2389597,1649414,834693,3604914,2715082,1784759,851063,3688644,2665504,1819729,920736,4908458,3777828,2526640,968298,2522741,1575712,973441,482062,1396247,763093,471305,220602,911803,656206,435587,197748,1154179,868306,591642,287871,1845633,1267444,836889,413181,1987957,5579428,797223,336005,1664865,1271068,941360,511161,2161502,1437980,893875,281709,427552,189719,153365,32646, 
 拆入资金净增加额(万元),946500,438600,--,-523500,--,-325000,--,-1213000,151700,-1048297,--,-1600000,628200,-929100,--,-507500,704100,958900,330000,690000,181000,468000,268000,160000,280000,310500,240000,390000,10000,-6447,104307,8102,30000,-158,--,0,--,--,--,0,--,0,--,--,10300,197941,--,--,5023,49044,20588,30000, 
 回购业务资金净增加额(万元),5554820,3426772,2118279,2841586,--,--,--,-1700747,--,-4158568,--,-313705,887587,1707727,4770381,611091,4843929,2623948,2214075,1850953,1247824,1293381,-88361,1375132,759306,-169033,-151076,-356233,862280,542452,408922,401424,-714618,-1304097,-1250529,159214,1062344,-161091,229127,-318230,--,376661,1153533,-59911,--,-269396,-211469,-86104,0,-277804,-200902,16030, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2879439,766480,607244,897268,2113437,2218727,1528408,1055551,1201180,1793437,719396,522177,2850147,2472340,2458560,751747,1522149,631630,378648,332865,255229,192507,155995,197188,98587,44397,31361,54155,132344,54432,39372,24949,93932,89919,67944,27544,132157,141188,808975,983205,1338833,220575,6670119,3180921,936731,11001029,9453564,4086815,119810,2219186,2026725,178379, 
 经营活动现金流入小计(万元),14217626,8930903,8005428,5838697,7288717,6245212,6071526,-789565,6093858,1938160,5527551,-831195,14275178,14369670,24718996,4575528,14945745,8107722,4912772,4445062,3472805,779262,1060587,2043395,1895505,-126743,703728,624541,-485098,-1530003,-875548,-689941,395909,-2736082,-2013201,868502,8336202,5479421,1631986,1038534,-2965148,1714116,8592486,3522480,10843656,12419094,10086113,4303995,3642512,1808161,1937963,142820, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--, 
