 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),7444,20568,14366,9222,4878,33084,16035,8670,4466,20364,11723,6544,2893,15007,10744,6546,4058,13988,10750,6736,3337,16314,12316,8467,2951,18150,12936,8658,3817,15570,11062,6705,11032,7781,6035, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,864,623,423,177,744,80,--,--,187,21,21,13,429,198,86,--,999,633,386,112,1399,599,473,--,1506,968,604,213,1049,198,150,516,--,--, 
 收到的其他与经营活动有关的现金(万元),95,777,324,285,23,730,485,132,18,716,1192,316,460,1298,555,412,80,2327,1179,618,245,2367,1273,756,208,2662,1078,695,118,1272,863,832,510,169,5, 
 经营活动现金流入小计(万元),7539,22208,15313,9930,5078,34558,16600,8802,4484,21267,12937,6881,3366,16733,11497,7044,4138,17313,12562,7741,3694,20079,14188,9696,3159,22317,14982,9958,4148,17891,12123,7687,12057,7949,6040, 
 购买商品、接受劳务支付的现金(万元),2381,8075,6389,3468,2497,16855,4542,3253,539,15436,8224,3158,1373,7880,5082,2168,1417,7212,5283,2677,1013,5153,4466,2995,1182,6810,5778,3872,1619,7923,5748,3115,4472,3065,4145, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1318,4618,3443,2319,1217,5191,3749,2581,1467,6213,4708,3232,1396,6896,5352,3647,2005,6272,3983,2351,1432,4715,3140,2097,1217,3869,2581,1661,1111,2522,1831,1142,1544,1081,763, 
 支付的各项税费(万元),666,1924,1313,938,473,3052,2193,1378,181,799,581,415,70,1093,996,760,359,3133,2695,1690,765,4898,3532,2074,998,3687,2931,1767,733,3526,2516,1762,2410,1360,539, 
 支付的其他与经营活动有关的现金(万元),1387,4278,2934,1689,677,2659,2309,1975,1394,5300,4460,2100,1397,7507,4385,3018,1640,5652,4944,2815,807,5121,3738,1935,807,4223,2518,1667,735,2762,2525,1343,1580,1109,921, 
 经营活动现金流出小计(万元),5751,18895,14080,8413,4865,27756,12793,9186,3581,27747,17973,8905,4236,23376,15815,9594,5421,22270,16905,9533,4018,19886,14876,9102,4204,18589,13808,8966,4198,16732,12620,7362,10006,6615,6367, 
 经营活动产生的现金流量净额(万元),1788,3313,1233,1517,213,6801,3807,-384,903,-6480,-5036,-2025,-870,-6643,-4317,-2550,-1282,-4957,-4343,-1792,-324,193,-688,594,-1045,3728,1175,992,-49,1159,-497,325,2051,1335,-327, 
 收回投资所收到的现金(万元),--,--,--,--,--,13523,13518,--,--,--,--,--,--,--,--,--,--,--,800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,22,22,22,2,9,7,6,6,57,14,12,--,15,13,13,0,4,--,--,--,11,10,--,--,5,5,5,--,--,--,--,0,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,21,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),23,22,22,22,2,13531,13524,6,6,57,14,12,0,15,13,13,0,26,834,21,0,11,10,0,0,5,5,5,0,0,--,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),814,3825,679,509,285,809,638,57,10,248,83,73,15,4106,5563,5502,4637,7172,4647,3419,2239,6238,4713,2694,1441,4948,3989,3655,1950,1862,553,302,374,124,84, 
 投资所支付的现金(万元),--,8962,8962,8962,8899,15152,100,100,--,2350,2000,2000,10,11532,11432,--,--,--,1800,1800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,120,82, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),814,12787,9641,9471,9184,15962,738,157,10,2598,2083,2073,25,15638,16996,5502,4637,7172,6447,5219,2239,6238,4713,2694,1441,4948,3989,3655,1950,1862,553,302,374,244,166, 
 投资活动产生的现金流量净额(万元),-791,-12765,-9619,-9449,-9182,-2431,12787,-151,-5,-2541,-2069,-2061,-25,-15623,-16982,-5488,-4637,-7146,-5614,-5198,-2239,-6227,-4702,-2694,-1441,-4943,-3984,-3649,-1950,-1862,-553,-302,-374,-244,-166, 
 吸收投资收到的现金(万元),30,--,--,--,--,16200,--,--,--,133,--,--,--,450,450,450,450,490,490,490,--,3506,3006,--,--,--,--,--,--,34855,--,--,--,--,450, 
 其中：子公司吸收少数股东投资收到的现金(万元),30,--,--,--,--,16200,--,--,--,133,--,--,--,--,--,--,--,490,490,490,--,500,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,2500,--,--,--,6795,7795,500,500,27400,17000,14000,4000,18963,16163,3963,3000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300,200,400, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),390,1000,--,--,--,6500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),420,3500,0,0,0,29495,7795,500,500,27533,17000,14000,4000,19412,16612,4412,3450,490,490,490,0,3506,3006,0,0,0,0,0,0,34855,--,0,300,200,850, 
 偿还债务支付的现金(万元),2940,1600,3950,2950,2550,10295,13500,3700,3700,14900,12900,12200,2000,1963,1000,--,--,100,100,--,--,--,--,--,--,--,--,--,--,300,300,300,200,400,--, 
 分配股利、利润或偿付利息所支付的现金(万元),189,843,665,467,267,1111,876,625,315,1064,796,527,255,1019,777,576,31,1690,1690,1688,--,2464,2464,2464,--,2347,2347,2347,--,6,6,6,18,250,43, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,4150,1040,696,497,15630,1322,965,--,1188,1173,570,439,1120,1021,1021,--,32,32,32,--,11,11,11,--,5,5,5,--,916,--,--,--,--,--, 
 筹资活动现金流出小计(万元),3129,6593,5655,4112,3314,27037,15698,5290,4015,17152,14869,13297,2694,4102,2797,1596,31,1822,1822,1720,0,2475,2475,2475,0,2352,2352,2352,0,1222,306,306,218,650,43, 
 筹资活动产生的现金流量净额(万元),-2710,-3093,-5655,-4112,-3314,2458,-7903,-4790,-3515,10381,2131,703,1306,15310,13815,2816,3419,-1332,-1332,-1230,0,1031,531,-2475,0,-2352,-2352,-2352,0,33633,-306,-306,82,-450,807, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-1714,-12545,-14041,-12045,-12283,6829,8691,-5325,-2617,1360,-4974,-3383,411,-6955,-7485,-5223,-2501,-13435,-11288,-8220,-2563,-5003,-4860,-4575,-2486,-3566,-5161,-5009,-2000,32930,-1357,-283,1760,640,315, 
 加:期初现金及现金等价物余额(万元),2407,15063,15063,15063,15063,8233,8233,8233,8233,6873,6873,6873,6873,13828,13828,13828,13828,27263,27263,27263,27263,32266,32266,32266,32266,35832,35832,35832,35832,2902,2902,2902,1142,502,187, 
 期末现金及现金等价物余额(万元),693,2518,1021,3018,2780,15063,16924,2909,5616,8233,1899,3490,7284,6873,6343,8606,11327,13828,15975,19043,24700,27263,27406,27691,29780,32266,30671,30823,33832,35832,1545,2619,2902,1142,502, 
 净利润(万元),--,-5450,--,989,--,3677,--,2091,--,-7312,--,-3303,--,-7005,--,-3260,--,2774,--,2279,--,10160,--,4415,--,8513,--,3842,--,6108,--,2068,4255,2545,1810, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,9453,--,-192,--,1908,--,1034,--,4144,--,721,--,1973,--,634,--,1152,--,585,--,820,--,299,--,428,--,292,--,241,--,75,74,69,145, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1220,--,595,--,1242,--,579,--,1315,--,664,--,1062,--,439,--,648,--,286,--,370,--,124,--,206,--,97,--,147,--,68,90,78,62, 
 无形资产摊销(万元),--,232,--,122,--,261,--,131,--,263,--,131,--,262,--,131,--,200,--,54,--,19,--,9,--,15,--,7,--,11,--,5,10,9,9, 
 长期待摊费用摊销(万元),--,--,--,--,--,59,--,59,--,147,--,77,--,154,--,77,--,88,--,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,0,--,-1,--,16,--,4,--,12,--,6,--,12,--,3,--,2,--,--,--,-1,--,--,--,14,--,14,--,--,--,--,0,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,799,--,399,--,1174,--,616,--,1070,--,527,--,513,--,83,--,2,--,--,--,--,--,--,--,--,--,--,--,6,--,6,18,10,43, 
 投资损失(万元),--,--,--,-582,--,-1923,--,-411,--,-1034,--,-398,--,-689,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-1218,--,195,--,220,--,-141,--,-320,--,-102,--,-1176,--,-98,--,-208,--,-89,--,-123,--,-45,--,-50,--,-30,--,-36,--,-11,-10,-8,-24, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-964,--,-2146,--,3888,--,-779,--,-1852,--,-1194,--,251,--,-570,--,-1744,--,-851,--,36,--,-424,--,-854,--,-1060,--,-402,--,-365,-629,733,-2002, 
