 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),60331,25108,121174,68268,43641,17178,76749,56234,32630,15099,77649,55951,35890,17560,73814,49215,28604,13890,60850,47715,29203, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),4470,2366,9268,6783,4611,2679,9331,6830,3301,1742,5074,2996,1841,541,2951,2769,1172,323,2411,2545,2230, 
 收到的其他与经营活动有关的现金(万元),1130,885,1989,3097,1972,560,1179,5001,2557,749,3386,2029,874,1217,375,255,281,159,1082,338,593, 
 经营活动现金流入小计(万元),65931,28359,132431,78148,50223,20418,87259,68065,38489,17590,86109,60976,38605,19318,77140,52239,30057,14372,64343,50597,32025, 
 购买商品、接受劳务支付的现金(万元),22426,9730,27181,18032,10409,4531,10699,6886,6492,3317,12599,9597,6474,2804,13739,9713,4704,2469,7111,14976,6071, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10119,6318,14491,12064,8717,5426,13119,10168,7655,4958,11597,8709,6634,4658,9102,7199,5270,3070,7565,5304,3857, 
 支付的各项税费(万元),13162,6828,19869,14935,10381,6672,17021,13080,8901,4630,12216,8800,5320,2757,9185,7445,3874,2397,8165,5159,5288, 
 支付的其他与经营活动有关的现金(万元),3998,1576,4439,3987,2604,1272,3623,5362,3894,2407,3950,5877,1268,746,5007,2365,1649,936,2839,3371,3233, 
 经营活动现金流出小计(万元),49704,24451,65981,49019,32111,17901,44462,35496,26942,15313,40362,32983,19695,10964,37033,26721,15497,8872,25679,28810,18449, 
 经营活动产生的现金流量净额(万元),16227,3908,66450,29129,18112,2517,42797,32569,11547,2277,45747,27994,18910,8354,40106,25518,14559,5500,38664,21787,13576, 
 收回投资所收到的现金(万元),30000,13000,63617,38000,27000,10000,9368,--,--,--,19086,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),431,133,--,524,432,63,--,20,13,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,2,0,--,--,1,0,0,--,8,--,--,--,18,17,16,16,3,3,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,190, 
 收到的其他与投资活动有关的现金(万元),--,--,1414,314,314,--,2000,--,--,--,5200,2000,2000,500,1430,1430,1430,930,2404,2086,4626, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),30431,13133,65032,38839,27746,10063,11369,20,13,0,24294,2000,2000,500,1448,1447,1446,946,2407,2096,4816, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),43639,22924,44036,18958,11133,4772,24673,22063,12609,6795,21118,11251,7039,4616,10680,5633,4440,2912,22832,20604,39520, 
 投资所支付的现金(万元),13000,13000,60003,37000,15000,5000,23000,8008,8000,--,29000,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),215,2,--,--,--,357,--,334,158,79,--,3,--,--,--,31,101,--,--,1842,85, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),56854,35926,104040,55958,26133,10129,47673,30406,20768,6874,50118,11254,7039,4616,10680,5664,4541,2912,22832,22446,39605, 
 投资活动产生的现金流量净额(万元),-26423,-22793,-39008,-17119,1613,-66,-36303,-30386,-20754,-6874,-25824,-9254,-5039,-4116,-9232,-4217,-3095,-1967,-20425,-20351,-34789, 
 吸收投资收到的现金(万元),--,--,8755,8105,8105,8105,--,--,--,--,46917,45147,45147,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),19722,7162,20100,16100,6100,3000,21000,21000,16000,5000,5000,5000,5000,3000,11000,6000,6000,3000,13800,25500,34750, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
