 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),60134,38374,16418,72228,47831,31263,13401,69181,46544,27860,61132,61201,52981,49477, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,96,--,--,--,187,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),658,738,85,849,652,238,79,1028,1140,736,632,503,2613,4417, 
 经营活动现金流入小计(万元),65086,39113,16503,73077,48580,31500,13479,70209,47871,28596,61763,61704,55594,53894, 
 购买商品、接受劳务支付的现金(万元),56317,37211,16088,64227,48238,31424,14436,57824,44386,24007,50524,50498,44859,42297, 
 客户贷款及垫款净增加额(万元),--,3617,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3440,2353,1270,3938,2799,1815,888,3493,2540,1600,3082,3010,2898,2608, 
 支付的各项税费(万元),570,409,259,999,792,460,277,2926,2724,1711,1981,2910,1481,1227, 
 支付的其他与经营活动有关的现金(万元),2146,1201,689,2260,1857,980,520,2210,2001,1087,2089,1855,4214,6489, 
 经营活动现金流出小计(万元),74498,44792,18305,71424,53686,34679,16121,66452,51652,28405,57677,58272,53451,52620, 
 经营活动产生的现金流量净额(万元),-9412,-5679,-1803,1653,-5106,-3179,-2642,3756,-3781,190,4087,3431,2142,1274, 
 收回投资所收到的现金(万元),--,--,--,56,56,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),178,40,20,297,285,214,152,245,163,126,217,415,692,97, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),5045,3030,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),5223,3070,20,354,341,214,152,245,163,126,217,415,692,97, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1246,1141,505,2056,1000,1320,536,1116,932,716,2462,2961,3690,1283, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,50,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
