 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),163050,117185,75800,33996,143998,102017,63526,23502,163428,123402,69548,30852,151209,99705,74342,43036,134966,92025,56934,31756,96331,67307,49377,18321,83275,54231,23717,8419,66576,36924,25466,12822,65668,59330,28991,60373,49162,61818,27325, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到的税费返还(万元),9496,6300,3118,1282,2938,2668,1335,212,2579,1754,1012,1015,2190,1724,385,376,1773,294,205,29,2936,1891,601,563,610,915,906,15,48,36,--,--,357,357,291,277,123,0,58, 
 收到的其他与经营活动有关的现金(万元),26570,19185,12311,6095,19345,10946,7722,3850,24653,19605,13664,7088,28067,18107,14500,9263,24326,7216,4455,19487,2540,5212,2362,1104,2558,4362,4184,816,3146,5447,2562,787,3715,9074,3831,6873,5199,1185,3876, 
 经营活动现金流入小计(万元),199116,142670,91229,41373,166281,115631,72583,27563,190661,144761,84224,38955,181466,119536,89227,52674,161065,99535,61595,51271,101807,74410,52340,19987,86443,59509,28807,9251,69770,42406,28028,13609,69741,68761,33113,67522,54485,63003,31259, 
 购买商品、接受劳务支付的现金(万元),128228,89017,56416,25309,113302,77781,49430,21958,116436,88281,63014,32140,125807,89136,60370,29026,99466,70802,45885,28557,73066,53832,31217,12931,59945,50402,24691,15162,57731,40798,26408,8407,60954,56613,23286,45524,40544,47495,21261, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),9966,7654,5477,3460,8411,6581,4731,3089,8547,6827,5024,3184,8362,6570,4710,2878,9550,6417,4717,2292,7574,6441,3779,2198,4966,3542,2451,1552,3711,2227,1517,819,3514,2811,1423,2751,1809,1321,759, 
 支付的各项税费(万元),4806,4396,3650,1645,12201,11475,8672,7486,13182,10712,8333,5910,10058,5149,3163,1504,7416,5606,5312,4036,3631,3294,2847,532,3136,2759,1433,954,3948,4532,4063,1300,5755,4563,2652,5215,3921,3549,1455, 
 支付的其他与经营活动有关的现金(万元),35188,27611,16296,7594,25350,21738,13513,4036,33612,24187,12059,5024,31031,23252,13529,8528,37364,20997,17183,11284,10991,3852,8076,4167,11748,2302,3259,1332,6580,1934,1869,946,4436,2356,1566,3048,1899,10464,1992, 
 经营活动现金流出小计(万元),178188,128678,81839,38009,159265,117575,76346,36569,171777,130006,88430,46257,175257,124106,81773,41937,153797,103822,73096,46169,95261,67419,45920,19828,79795,59005,31833,19000,71970,49492,33857,11471,74659,66343,28927,56538,48173,62828,25466, 
 经营活动产生的现金流量净额(万元),20929,13991,9390,3365,7016,-1944,-3764,-9006,18884,14755,-4206,-7302,6209,-4570,7454,10737,7269,-4287,-11501,5102,6546,6991,6420,159,6648,503,-3026,-9749,-2200,-7085,-5829,2138,-4918,2418,4187,10985,6312,175,5793, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,110,110,475,0, 
 取得投资收益所收到的现金(万元),1470,1223,899,545,779,594,354,176,505,291,205,115,878,742,553,--,99,--,--,99,14,7,--,--,--,1,1,1,2,--,--,--,4,2,0,137,137,50,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),34,29,4,--,32,32,7,6,2,2,2,2,1,0,0,0,39,1,0,0,29,7,4,4,63,2,1,1,15,15,15,2,133,123,115,0,--,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到的其他与投资活动有关的现金(万元),155122,119472,77608,41468,99674,67165,41552,23970,127393,101630,74825,50114,163998,130527,90483,6054,31549,14904,14823,14724,189,9286,--,--,1323,--,--,--,--,--,--,--,--,--,2,0,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 投资活动现金流入小计(万元),156627,120725,78510,42012,100485,67791,41913,24153,127900,101923,75032,50230,164877,131269,91037,6055,31687,14904,14823,14823,232,9299,4,4,1386,3,2,2,17,15,15,2,137,125,118,247,247,525,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7554,6867,4904,2175,8160,7102,5891,2339,9210,6627,4097,3244,7652,5782,3607,2438,11073,8607,7000,5972,8590,9880,4562,3147,16203,13166,10610,1781,9100,5998,2911,1935,6630,6163,4746,7153,5940,8630,5417, 
 投资所支付的现金(万元),1000,1000,1000,1000,--,--,--,--,2000,1000,--,--,5463,--,--,--,--,--,--,--,990,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1492,1492,995,--,--,--,--,19608,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付的其他与投资活动有关的现金(万元),138109,103709,64556,27483,107012,65020,27923,15532,126347,105011,69509,42428,179300,131639,95620,3680,17883,2814,2814,2814,30368,--,10100,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 投资活动现金流出小计(万元),146663,111576,70460,30658,115172,72122,33814,17871,137557,112638,73605,45671,192414,138914,100720,7113,28956,11421,9814,8786,59557,9880,14662,3147,16203,13166,10610,1781,9100,5998,2911,1935,6630,6163,4746,7153,5940,8630,5417, 
 投资活动产生的现金流量净额(万元),9964,9149,8050,11354,-14687,-4331,8099,6282,-9657,-10716,1427,4559,-27537,-7645,-9683,-1058,2731,3484,5008,6036,-59325,-581,-14658,-3143,-14817,-13163,-10608,-1778,-9083,-5983,-2896,-1933,-6493,-6038,-4628,-6906,-5692,-8105,-5417, 
 吸收投资收到的现金(万元),280,280,280,--,--,--,--,--,--,--,--,--,17880,--,--,--,950,--,--,--,2405,--,--,706,2196,1616,765,--,990,330,--,--,89596,--,0,850,850,10066,2500, 
 其中：子公司吸收少数股东投资收到的现金(万元),280,280,280,--,--,--,--,--,--,--,--,--,60,--,--,--,950,--,--,--,2405,--,--,706,2196,1616,--,--,990,330,--,--,--,--,0,0,--,0,0, 
 取得借款收到的现金(万元),5364,5064,5064,--,9500,2500,1000,--,500,--,--,--,950,950,450,450,21339,11493,8782,5735,11120,3236,1160,--,3000,3000,--,--,11456,3644,1256,--,6500,6500,5500,10600,10600,7420,2850, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到其他与筹资活动有关的现金(万元),100,100,100,--,100,100,100,--,--,--,--,--,--,2720,2320,--,3000,--,--,--,773,--,59,--,--,--,12,--,--,--,--,--,--,--,0,0,--,0,0, 
 筹资活动现金流入小计(万元),5745,5445,5445,0,9600,2600,1100,0,500,0,0,0,18830,3670,2770,450,25289,11493,8782,5735,14299,3236,1220,706,5196,4616,777,0,12446,3974,1256,0,96096,6500,5500,11450,11450,17486,5350, 
