报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),39640,329496,130282,96046,68093,233589,159543,119250,30611,261886,150853,78486,61897,191158,98850,33748,18490,329925,95403,70951,17185,407053,150455,63454,12280,481845,205099,73470,26985,356840,232116,53662,27550,246399,149837,60732,28049,484070,306986,225861,149440,217621,165654,106344,579,25071,5894,2271,368,
营业收入(万元),39640,329496,130282,96046,68093,233589,159543,119250,30611,261886,150853,78486,61897,191158,98850,33748,18490,329925,95403,70951,17185,407053,150455,63454,12280,481845,205099,73470,26985,356840,232116,53662,27550,246399,149837,60732,28049,484070,306986,225861,149440,217621,165654,106344,579,25071,5894,2271,368,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),35700,278818,112620,87902,55660,239231,154912,111533,27699,313406,138401,72244,53139,194912,91979,32531,16420,293166,99830,70274,18433,355465,131211,54693,13802,400824,183966,66498,24335,302313,199178,50724,24723,212159,129125,51409,20174,371502,223514,156939,98998,178820,135754,84074,3677,20614,6154,2614,642,
营业成本(万元),23425,215186,64163,51928,33811,153495,104394,74700,13471,182911,93219,41255,34349,135787,59608,12212,7523,202247,65327,48127,9345,274921,87125,29837,4525,267396,131433,38815,13028,211837,153309,29224,14195,141167,80818,26985,10431,273632,156383,106623,67638,134305,106170,64294,346,15105,3528,1196,187,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2362,22906,19139,16252,14204,33547,13988,11852,4200,27392,17139,12037,9213,15541,7935,2092,734,46222,10227,6864,2005,41556,18763,10100,2098,72348,25759,11802,4842,46960,22720,8145,3804,37725,25801,14918,4873,63559,47268,36474,26868,24894,18764,13058,54,1572,350,127,20,
销售费用(万元),3040,15534,9472,6377,1187,10504,6031,3109,1164,8565,5177,3355,1553,13750,8224,5503,2303,12827,7305,4342,1973,12241,7251,3394,1368,14985,8015,4713,1420,14836,8218,3912,1635,11965,7882,4724,1892,12266,8317,5143,1614,10076,5129,3653,1489,1591,799,485,221,
管理费用(万元),1990,13638,8258,5654,2692,14665,8671,5245,2303,14774,9788,6618,3475,17500,10859,7260,3343,16929,10004,6273,2777,17372,11192,7101,3208,18654,11322,6661,2826,19592,8374,5144,2944,11911,7116,4254,2146,15631,10911,7990,3062,11129,6193,3635,1550,3437,2097,1238,467,
