报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),54243,222282,154969,104524,41453,162239,103832,49713,17821,85446,52259,31839,11734,96173,56464,38044,16359,85953,58984,42112,18376,101224,72931,56297,27174,115599,83565,55719,24859,81025,55546,35524,16568,58738,40404,29126,14276,57951,40508,26334,11546,53090,46243,41423,
营业收入(万元),54243,222282,154969,104524,41453,162239,103832,49713,17821,85446,52259,31839,11734,96173,56464,38044,16359,85953,58984,42112,18376,101224,72931,56297,27174,115599,83565,55719,24859,81025,55546,35524,16568,58738,40404,28795,14079,57951,39917,26334,11546,53090,46243,41423,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,330,197,0,591,0,0,0,0,0,
营业总成本(万元),54268,240611,173795,122300,51179,206330,135350,50421,18758,80930,47899,30133,11889,90524,51045,35038,16273,72207,48668,35447,16833,82626,58863,46220,23425,97012,68438,46052,21808,69648,46692,29463,14533,52043,34295,24541,12480,52444,35377,23136,9952,47702,41043,36985,
营业成本(万元),31510,140955,94880,66997,27651,97779,62197,29978,10106,50741,28157,17038,5574,62878,33214,22563,9939,49936,33191,24531,11785,61327,43512,36160,17758,76991,56080,37216,17023,54642,36066,22681,11125,38853,25711,18444,9140,40947,27278,17920,7337,36941,30883,27887,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,
