报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),153740,127904,101985,31045,266395,150359,89769,24174,157502,100721,60842,30193,234568,157446,61694,36141,156414,81948,49279,32749,139946,83260,55051,19303,126150,74271,53472,22847,133525,96676,69733,15373,82362,48832,36297,19368,96670,39911,28029,7643,85158,72268,60824,14779,67784,50620,34905,13394,96311,64172,42279,20809,
营业收入(万元),153740,127904,101985,31045,266395,150359,89769,24174,157502,100721,60842,30193,234568,157446,61694,36141,156414,81948,49279,32749,139946,83260,55051,19303,126150,74271,53472,22847,133525,96676,69733,15373,82362,48832,36297,19368,96670,39911,28029,7643,85158,72268,60824,14779,67784,50620,34905,13394,96311,64172,42279,20809,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),144101,121495,97125,30608,257888,144107,84286,23791,154483,99597,60460,30118,263150,188371,65776,40322,163648,80567,47858,32115,137390,80424,52601,18921,124403,71859,51712,22637,126755,91221,66874,14850,79511,48454,34942,18544,94546,39018,27220,7891,85323,70493,59356,13380,68119,51076,34462,13191,93943,62841,41692,20498,
营业成本(万元),122123,107622,87891,28141,236255,132572,76796,21285,137317,88417,54039,27904,242399,175163,60342,36699,145508,72590,42736,29384,118998,69624,45634,16041,108930,62248,45187,19107,108244,80620,59853,12665,67850,40932,30384,16129,80015,30266,20941,6068,72498,61931,52980,11595,56573,44056,30068,11631,80026,53715,35693,17803,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
