报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-09-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),90717,64844,32302,89847,61446,42354,80715,41247,75847,54054,16207,63991,51185,40150,
营业收入(万元),90717,64844,32302,89847,61446,42354,80715,41247,75847,54054,16207,63991,51185,40150,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),81126,57213,27712,80725,54790,37398,69740,34989,66529,47531,13707,56291,44747,35238,
营业成本(万元),71598,50657,24820,71185,48288,33082,61583,30987,57170,41190,11980,48038,39151,30792,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),238,174,72,297,141,128,98,1,110,105,24,142,128,35,
销售费用(万元),1144,848,313,1341,712,492,1225,480,1165,873,181,981,785,630,
管理费用(万元),6446,4120,1769,7749,5396,3487,6730,2924,7029,4925,1346,5546,3883,2741,
财务费用(万元),1501,973,361,-197,144,47,-514,-35,497,307,75,1313,794,726,
资产减值损失(万元),199,441,378,351,110,163,618,631,557,132,101,271,5,314,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,-78,-297,--,--,--,
投资收益(万元),-17,-13,--,-5,-2,-2,40,--,-183,-126,-15,141,--,--,
对联营企业和合营企业的投资收益(万元),-17,-13,--,-3,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9831,7757,4591,9117,6654,4955,11015,6258,9135,6319,2189,7841,6439,4912,
营业外收入(万元),--,--,29,300,225,85,533,111,396,239,18,289,126,205,
营业外支出(万元),20,18,16,14,2,2,24,11,34,12,6,26,1,13,
非流动资产处置损失(万元),2,--,--,9,--,--,--,--,21,--,--,--,--,11,
利润总额(万元),9811,7739,4605,9403,6877,5038,11524,6357,9497,6545,2202,8104,6564,5105,
所得税费用(万元),1859,1357,710,1687,1294,949,2043,1176,1512,1144,357,1217,963,801,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7952,6382,3895,7716,5583,4089,9481,5181,7985,5402,1844,6888,5601,4303,
归属于母公司所有者的净利润(万元),7952,6382,3895,7716,5583,4089,9481,5181,7985,5402,1844,6888,5601,4303,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,1.08,0.87,0.53,1.4,1.02,0.74,1.72,0.94,1.45,0.98,0.34,1.25,1.02,0.78,
稀释每股收益,1.08,0.87,0.53,1.4,1.02,0.74,1.72,0.94,1.45,0.98,0.34,1.25,1.02,0.78,
