报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),83771,254091,159142,79697,17951,62268,44157,31384,15145,69457,56598,39282,18508,67448,56537,39249,61238,53884,50922,
营业收入(万元),83771,254091,159142,79697,17951,62268,44157,31384,15145,69457,56598,39282,18508,67448,56537,39249,61238,53884,50922,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),77597,238047,146550,71415,14148,50087,33694,24126,11963,53577,42144,29481,14614,52620,43245,29928,46119,40281,37863,
营业成本(万元),57935,176679,110746,54195,10927,38299,26856,19177,9271,42336,33399,23388,11608,42592,35546,24660,38295,33868,31769,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),178,967,712,341,144,533,326,260,162,769,674,458,152,527,482,299,376,454,373,
销售费用(万元),2784,9042,5691,2804,1126,3642,2185,1720,1084,4032,3863,2722,1434,3941,3650,2354,3260,3066,2925,
管理费用(万元),13889,45027,25862,12633,2138,8827,5300,3310,1619,5933,4084,2657,1275,5045,3360,2204,4221,2811,2415,
财务费用(万元),2723,5990,3492,1401,-245,-1028,-780,-295,-217,-653,-240,-139,36,-110,5,-39,-153,4,32,
资产减值损失(万元),89,342,46,41,58,-186,-192,-46,44,1159,363,396,109,624,202,450,121,78,348,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,246,246,246,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6358,16697,12592,8282,3802,12180,10463,7258,3182,15880,14454,9801,3894,15074,13539,9567,15119,13603,13059,
营业外收入(万元),11,320,828,790,79,934,764,559,94,516,490,432,24,904,713,357,365,491,368,
营业外支出(万元),3,260,163,120,61,16,1,1,0,2,0,0,0,2,0,0,43,0,40,
非流动资产处置损失(万元),--,--,33,33,--,16,1,1,0,1,0,0,0,0,0,0,0,0,--,
利润总额(万元),6366,16757,13257,8953,3820,13098,11225,7816,3275,16394,14945,10233,3917,15976,14251,9923,15441,14094,13388,
所得税费用(万元),1732,3400,3771,2381,682,1819,2000,1395,608,2867,2520,1726,686,2671,2239,1540,2327,1737,1656,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4634,13357,9486,6572,3137,11279,9226,6421,2667,13527,12424,8507,3231,13304,12012,8384,13115,12357,11731,
归属于母公司所有者的净利润(万元),4556,13134,9131,6339,3010,10971,8972,6226,2608,13821,12546,8632,3345,13469,12020,8307,13108,12339,11774,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),78,223,355,232,127,308,254,195,59,-295,-122,-125,-114,-165,-8,77,7,18,-43,
基本每股收益,0.46,1.3,0.88,0.62,0.3,1.1,0.9,0.62,0.26,1.58,1.51,0.86,0.45,1.8,1.6,1.11,1.75,1.65,--,
稀释每股收益,0.46,1.3,0.88,0.62,0.3,1.1,0.9,0.62,0.26,1.58,1.51,0.86,0.45,1.8,1.6,1.11,1.75,1.65,--,
