报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),716061,508242,153527,1196746,729458,458232,152998,1005989,118012,61520,23458,200228,105779,84084,33592,298364,227519,186428,81477,320352,241049,172761,77473,306672,218584,161504,70334,295733,221062,155432,68909,289140,219003,139684,56804,240332,176589,115246,47467,204930,124710,80347,37578,169813,120981,81384,31680,124876,98375,63849,26770,
营业收入(万元),716061,508242,153527,1196746,729458,458232,152998,1005989,118012,61520,23458,200228,105779,84084,33592,298364,227519,186428,81477,320352,241049,172761,77473,306672,218584,161504,70334,295733,221062,155432,68909,289140,219003,139684,56804,240332,176589,115246,47467,204930,124710,80347,37578,169813,120981,81384,31680,124876,98375,63849,26770,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
营业总成本(万元),676462,475255,146806,1143850,693228,436622,146084,957670,120927,64976,28350,206821,113504,87840,36453,275893,205026,161214,71871,289652,216073,153780,72562,288359,203477,151644,66384,281435,209914,148095,66947,281141,212914,136088,55477,235313,172776,112524,46095,199017,122400,78346,36580,167712,119670,80442,31399,124015,97280,62956,26444,
营业成本(万元),637698,450121,135577,1042676,642623,405680,130619,881254,105964,56419,25077,178931,94801,76711,31442,247746,183703,145666,64131,263030,194661,139927,67108,254360,183272,136351,59604,257231,188222,136698,63040,259706,198462,127934,53035,218265,162232,106143,43310,183707,115223,73516,34120,156490,112396,77049,30167,115443,92086,60031,24530,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
