报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),66520,39648,17088,66115,45805,27753,12305,40351,35023,20406,9479,41443,32706,22904,11313,41704,34968,23161,11448,42547,34994,22607,11233,39196,30716,19606,8235,35235,29179,19099,7937,33274,26033,16891,6234,30644,23002,14343,29372,21423,23874,18881,
营业收入(万元),66520,39648,17088,66115,45805,27753,12305,40351,35023,20406,9479,41443,32706,22904,11313,41704,34968,23161,11448,42547,34994,22607,11233,39196,30716,19606,8235,35235,29179,19099,5277,33274,26033,16891,6234,30644,23002,14343,29372,21423,23874,18881,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业总成本(万元),61166,37111,17294,61619,43384,26585,11470,36327,30553,17685,8284,34921,27332,19411,9640,36626,29012,19041,9258,36936,29580,18981,8940,31558,23553,14797,6335,28022,22412,14597,6231,25244,18551,11887,4410,22365,16983,10657,23910,17565,20454,16500,
营业成本(万元),46856,27742,12451,46473,33803,20823,9235,28785,24936,14086,6515,28983,22831,15963,7957,29707,24335,16149,7997,30670,24595,15807,7434,27576,20782,13150,5516,23844,19529,12775,5277,22029,17237,11009,4002,19756,15004,9365,21038,15449,18261,15664,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
研发费用(万元),2261,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业税金及附加(万元),389,244,90,923,327,161,16,406,182,121,47,312,232,155,82,233,205,136,30,257,213,158,78,209,202,142,--,270,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
销售费用(万元),5317,3140,1603,4730,2825,1756,884,3341,2446,1445,728,3178,2546,1472,678,3180,2202,1207,616,2596,2014,1200,567,1944,1299,690,331,1603,1047,472,236,1019,606,343,168,634,480,297,584,307,461,165,
管理费用(万元),5371,5089,2250,7770,5678,3639,1434,5045,3736,2641,1000,4298,3210,2229,1185,4157,3042,2055,942,3642,2736,1713,898,3009,2301,1487,705,2676,1887,1300,616,2423,1313,997,396,1452,1109,750,1337,1041,1015,358,
财务费用(万元),388,596,923,1329,584,173,-32,-1417,-793,-585,-44,-2178,-1555,-509,-363,-961,-941,-685,-420,-191,-118,-43,-174,-1237,-1159,-793,-289,-369,-161,-70,1,-534,-680,-509,-163,506,372,227,957,765,708,296,
资产减值损失(万元),583,300,-24,395,166,33,-67,167,47,-23,37,329,68,102,101,310,168,179,94,-38,141,145,137,57,130,122,72,-2,111,120,101,308,75,46,7,17,17,17,-6,3,10,17,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-44,-69,-142,-142,26,-18,-18,-18,-87,-133,-135,2,105,131,--,--,--,--,--,--,0,0,0,0,0,0,0,
投资收益(万元),69,33,29,--,--,--,--,--,--,--,--,72,72,72,59,468,272,230,122,71,38,38,38,156,62,83,91,145,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业利润(万元),6184,2822,36,7213,2421,1168,835,4024,4469,2721,1195,6594,5446,3565,1732,5501,6160,4208,2169,5707,5434,3646,2313,7707,7092,4757,1993,7463,6898,4502,1706,8030,7481,5005,1824,8279,6019,3687,5462,3858,3421,2380,
营业外收入(万元),0,0,0,14,2750,2741,271,1042,20,20,20,24,16,10,8,2,4,--,--,2787,2787,2806,1,3,3,3,3,3027,3227,2627,1000,100,98,58,58,235,167,83,200,200,0,0,
营业外支出(万元),167,152,2,330,276,276,3,60,48,47,37,43,27,26,13,115,104,37,34,831,184,63,30,100,70,69,69,29,29,3,2,149,120,119,70,0,0,0,29,29,42,54,
非流动资产处置损失(万元),--,--,--,--,271,271,0,8,0,--,--,28,13,--,--,10,--,--,--,12,--,--,--,--,--,--,--,--,--,--,--,6,6,6,--,0,0,0,0,0,41,54,
利润总额(万元),6017,2670,35,6897,4895,3633,1103,5006,4442,2694,1178,6574,5435,3549,1727,5388,6060,4171,2135,7663,8037,6389,2283,7610,7025,4690,1927,10461,10096,7126,2704,7981,7460,4944,1812,8514,6186,3770,5633,4029,3378,2326,
所得税费用(万元),836,446,-105,661,761,595,208,760,669,412,174,988,817,536,260,809,872,607,318,1147,1193,945,348,1167,1068,717,298,1583,1489,1753,715,1201,1129,749,272,1277,930,568,868,1010,391,286,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
净利润(万元),5180,2224,140,6237,4134,3039,895,4246,3773,2282,1004,5586,4618,3013,1467,4580,5188,3564,1817,6516,6844,5444,1935,6443,5957,3974,1629,8878,8606,5373,1988,6780,6331,4194,1540,7237,5256,3202,4765,3019,2987,2040,
归属于母公司所有者的净利润(万元),4011,1863,2,5509,4141,3044,897,4255,3779,2285,1004,5586,4618,3013,1467,4580,5188,3564,1817,6516,6844,5444,1935,6443,5957,3974,1629,8878,8606,5373,1988,6780,6331,4194,1540,7237,5256,3202,4765,3019,2987,2040,
