报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),23221,159000,125124,71651,17148,150562,84871,53784,17261,159698,113457,69210,25746,143819,97761,52080,19530,107925,75622,42191,14471,67132,49125,30971,12953,61567,44071,28358,14755,56796,39649,23936,50369,35328,46218,22053,
营业收入(万元),23221,159000,125124,71651,17148,150562,84871,53784,17261,159698,113457,69210,25746,143819,97761,52080,19530,107925,75622,42191,14471,67132,49125,30971,12953,61567,44071,28358,14755,56796,39649,23936,50369,35328,46218,22053,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业总成本(万元),22231,142624,110348,61798,13012,125963,66993,42042,13719,140898,98451,60427,23418,131031,88381,46103,18654,100687,68851,37962,13723,61726,44633,27600,11836,56051,39804,26164,13219,44732,30619,17941,40216,27207,39924,17737,
营业成本(万元),17531,118440,93121,53159,10473,99396,53927,33599,10681,107772,77606,49842,19967,111785,76290,40262,16565,85680,59543,32480,11778,51337,38236,24021,10317,50539,37034,24639,12817,37528,24858,15300,35428,24663,35626,16247,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
