报告日期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),366647,890035,403062,911725,826175,743142,107746,52507,28459,
营业收入(万元),366647,890035,403062,911725,826175,743142,107746,52507,28459,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),255768,570303,251783,597505,600630,533884,86549,41279,25247,
营业成本(万元),194152,445643,195315,489603,503633,457757,74661,37340,23320,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),3705,9636,4145,8435,6232,6008,665,288,79,
销售费用(万元),55457,107274,49261,92115,85719,67980,9690,2948,1297,
管理费用(万元),2841,6645,3273,6097,5391,4916,1619,734,587,
财务费用(万元),-157,-146,-94,-256,-886,-2836,-85,-23,-34,
资产减值损失(万元),-230,1251,-117,1511,539,59,-1,-8,-2,
公允价值变动收益(万元),--,--,1,-1,--,--,--,--,--,
投资收益(万元),8851,25039,17268,18676,13231,1998,--,3,--,
对联营企业和合营企业的投资收益(万元),-1631,84,8,-42,-12,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),133343,344771,168548,332896,238777,211256,21197,11231,3212,
营业外收入(万元),1002,22296,4999,19079,5505,232,793,86,21,
营业外支出(万元),358,1493,58,2288,99,171,0,21,15,
非流动资产处置损失(万元),142,318,12,270,46,74,0,11,--,
利润总额(万元),133987,365574,173489,349686,244182,211317,21990,11296,3218,
所得税费用(万元),33958,91505,43448,87690,61128,53106,5498,2833,815,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),100029,274069,130040,261996,183054,158211,16492,8463,2403,
归属于母公司所有者的净利润(万元),100029,274069,130040,261996,183054,158211,16492,8463,2403,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,
基本每股收益,2.02,5.54,2.63,5.29,3.7,3.2,1.94,1.06,0.3,
稀释每股收益,--,--,2.63,--,--,3.2,1.94,1.06,0.3,
