报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),28950,232822,163279,109919,48160,117164,81212,55000,23557,85941,61871,43911,20201,69957,47912,32313,15804,53606,36832,28199,
营业收入(万元),28950,232822,163279,109919,48160,117164,81212,55000,23557,85941,61871,43911,20201,69957,47912,32313,15804,53606,36832,28199,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),25900,191490,126433,85504,38793,90865,62501,42058,17667,66547,47188,33616,15275,54634,37005,24867,11950,42742,30291,23468,
营业成本(万元),19127,150994,107094,72318,32536,77411,53641,35940,14892,56076,40232,28506,12965,45666,31250,21043,10153,34420,24021,20133,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),241,2071,1512,1120,443,936,557,403,136,590,439,347,156,508,306,186,91,252,218,185,
销售费用(万元),513,4290,2905,2185,1083,2902,2047,1478,669,2341,1991,1261,725,2276,1471,1026,508,1706,1339,958,
管理费用(万元),4630,20869,13696,8590,3707,10336,6290,3836,1409,7673,4776,3305,1451,5793,3886,2529,1188,5599,3784,2062,
财务费用(万元),1132,1208,740,154,194,-892,-451,-307,-79,-583,-416,-108,-75,227,162,88,46,460,435,126,
资产减值损失(万元),258,12058,486,1137,830,171,417,707,640,451,167,305,53,164,-71,-5,-35,304,494,4,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,70,70,75,30,108,108,108,78,393,260,78,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3282,43685,36916,24491,9397,26407,18820,13050,5969,19786,14943,10373,4926,15323,10906,7446,3854,10864,6541,4731,
营业外收入(万元),30,18,1249,901,727,444,327,243,219,463,164,98,28,778,683,313,212,214,206,157,
营业外支出(万元),1,116,105,86,26,232,153,149,0,14,12,9,--,22,24,23,5,36,21,30,
非流动资产处置损失(万元),--,--,18,16,--,198,120,103,0,14,12,9,--,22,24,23,5,36,21,30,
利润总额(万元),3311,43587,38060,25306,10098,26619,18993,13144,6188,20235,15095,10463,4954,16079,11566,7737,4061,11042,6726,4858,
所得税费用(万元),947,6442,6613,4077,1651,3737,2900,1962,903,2864,2263,1571,743,2401,1721,1146,629,1695,1012,773,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2364,37145,31447,21229,8447,22883,16093,11182,5285,17371,12832,8892,4212,13678,9846,6590,3432,9347,5714,4086,
归属于母公司所有者的净利润(万元),2530,37122,31532,21229,8447,22883,16093,11182,5285,17371,12832,8892,4212,13678,9846,6590,3432,9347,5714,4086,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-166,22,-85,--,--,--,--,--,--,0,--,--,-0,-0,0,--,--,--,--,--,
基本每股收益,0.05,0.73,0.62,0.42,0.16,0.64,0.45,0.31,0.15,0.57,0.37,0.85,0.47,1.52,1.09,0.73,0.38,1.04,0.63,0.45,
稀释每股收益,0.05,0.73,0.62,0.42,0.16,0.64,0.45,0.31,0.15,0.57,0.37,0.85,0.47,1.52,1.09,0.73,0.38,1.04,0.63,0.45,
