报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),10572,41176,193903,98251,28013,39808,29417,18952,9007,31663,23215,15745,6290,12134,8808,6276,3604,15161,11838,8264,4245,15048,10875,7151,3530,11218,5008,7335,4342,3129,
营业收入(万元),10572,41176,193903,98251,28013,39808,29417,18952,9007,31663,23215,15745,6290,12134,8808,6276,3604,15161,11838,8264,4245,15048,10875,7151,3530,11218,5008,7335,4342,3129,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),9178,36144,176169,88635,26225,34788,24552,15712,7426,23294,17224,12190,4785,10886,7675,5113,2544,9943,7284,4781,2303,7039,5188,3369,1939,5768,2423,3408,2784,2032,
营业成本(万元),5265,19909,147208,74661,20470,17469,12054,7618,3590,7664,5580,4567,1199,1254,922,609,307,1662,1272,879,458,1758,1321,888,429,1168,540,1107,1041,637,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),65,461,880,321,107,491,292,193,77,418,293,178,82,186,180,176,125,554,437,306,152,547,397,260,129,390,173,252,149,107,
销售费用(万元),637,3697,14256,6442,2032,4495,2689,1718,738,4210,3323,2113,905,2227,1286,916,400,2302,1626,1096,356,1182,796,572,212,898,225,153,131,132,
管理费用(万元),3207,11868,13632,7161,3647,12513,9809,6439,3195,10726,8104,5392,2673,8229,5960,3852,1987,6447,4692,2996,1608,4583,3412,2139,1219,3474,1540,1931,1466,1192,
财务费用(万元),69,-86,-229,-60,-95,-472,-397,-278,-153,-637,-454,-288,-114,-977,-805,-542,-295,-1055,-784,-538,-276,-1042,-763,-510,-54,-169,-64,-28,-9,-40,
资产减值损失(万元),-64,295,423,110,63,293,105,21,-22,914,378,228,39,-33,132,101,20,33,41,43,4,12,25,20,4,7,9,-8,6,3,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),756,3942,21858,22477,22566,691,377,76,-58,404,488,509,34,4,44,41,2,-13,4,--,--,--,--,--,--,--,--,--,--,--,
