报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),28122,18278,8669,33910,25955,16542,7859,28744,28744,25465,21863,21233,19054,
营业收入(万元),28122,18278,8669,33910,25955,16542,7859,28744,28744,25465,21863,21233,19054,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),23405,14994,7729,28865,21670,13462,7005,26600,26600,23663,16668,16248,14969,
营业成本(万元),7016,4454,1872,8411,6511,4432,2333,8509,8509,6256,2993,2554,2060,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),718,483,237,823,445,283,131,475,475,332,205,363,333,
销售费用(万元),9927,6633,3683,13157,9891,5929,2830,11047,11047,10875,9948,10391,9346,
管理费用(万元),5396,3167,1756,5665,4083,2293,1456,5110,5110,4700,3429,2965,3002,
财务费用(万元),228,161,90,734,588,412,202,1230,1230,1092,62,-73,148,
资产减值损失(万元),121,96,92,76,151,111,53,228,228,409,31,47,81,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,56,
投资收益(万元),--,--,--,304,304,--,--,14,14,5,--,15,-48,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4954,3379,941,5349,4589,3080,854,2158,2158,1807,5195,5000,4092,
营业外收入(万元),25,24,72,1120,782,735,48,474,474,1963,345,296,70,
营业外支出(万元),41,14,--,20,10,0,0,2,2,10,4,7,2,
非流动资产处置损失(万元),13,10,--,0,0,0,0,--,--,9,0,--,--,
利润总额(万元),4939,3389,1013,6448,5361,3814,902,2630,2630,3760,5536,5289,4161,
所得税费用(万元),753,521,160,1020,823,610,153,432,432,659,926,919,597,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4186,2868,853,5428,4538,3204,748,2198,2198,3101,4610,4370,3564,
归属于母公司所有者的净利润(万元),4186,2868,853,5428,4538,3204,748,2198,2198,3101,4610,4370,3564,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.52,0.36,0.11,0.9,0.76,0.53,0.12,0.37,0.37,0.52,0.77,0.73,0.59,
稀释每股收益,0.52,0.36,0.11,0.9,0.76,0.53,0.12,0.37,0.37,0.52,0.77,0.73,0.59,
