报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),231479,150842,73302,274342,194000,127234,232462,199633,170972,139818,125266,
营业收入(万元),231479,150842,73302,274342,194000,127234,232462,199633,170972,139818,125266,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),183016,119024,57756,219537,155241,101588,192581,170908,151699,121931,104562,
营业成本(万元),141369,92963,45528,177133,124174,82083,153066,135701,120370,97187,81552,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),580,405,283,811,403,297,462,434,372,275,367,
销售费用(万元),16176,10311,4567,17731,13388,8399,15229,14319,12435,9932,8710,
管理费用(万元),21970,13623,6632,24298,17545,10929,21617,17279,15016,11786,10589,
财务费用(万元),2636,1290,481,-1362,-307,-425,529,2618,3552,2733,3403,
资产减值损失(万元),285,431,264,928,39,305,1679,557,-46,17,-59,
公允价值变动收益(万元),648,198,252,1390,183,48,-1353,-1934,501,442,408,
投资收益(万元),171,-57,-171,-3403,-1662,-820,118,1035,1943,273,415,
对联营企业和合营企业的投资收益(万元),87,70,20,5,5,0,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),50507,32850,15627,52792,37280,24874,38646,27826,21717,18602,21526,
营业外收入(万元),1364,441,637,3051,2337,1283,2325,2003,1879,1924,1896,
营业外支出(万元),68,13,19,162,148,126,904,85,98,230,105,
非流动资产处置损失(万元),47,0,--,35,37,35,11,33,89,195,71,
利润总额(万元),51804,33279,16245,55680,39469,26032,40067,29745,23498,20297,23317,
所得税费用(万元),8143,5898,2428,11244,6891,5134,8321,6982,5999,5480,5716,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),43661,27381,13817,44436,32577,20898,31746,22763,17498,14817,17601,
归属于母公司所有者的净利润(万元),43617,27313,13788,44451,32590,20896,31726,22786,17609,14774,17529,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),43,67,29,-15,-12,2,20,-24,-111,43,72,
基本每股收益,1.18,0.76,0.38,1.23,0.91,0.58,0.88,0.62,0.98,0.82,0.97,
稀释每股收益,1.18,0.76,0.38,1.23,0.91,0.58,0.88,0.62,0.98,0.82,0.97,
