报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2011-12-31,
营业总收入(万元),15217,9798,4336,20725,16562,11224,4864,20374,13942,9626,3950,20558,19904,19924,
营业收入(万元),15217,9798,4336,20725,16562,11224,4864,20374,13942,9626,3950,20558,19904,19924,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),10416,5607,2373,10965,9208,6171,2974,10547,7120,5079,2445,11149,12339,13709,
营业成本(万元),5059,2731,946,3412,2635,1712,758,2449,1622,1151,540,3980,7328,11451,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),62,47,22,182,131,113,58,232,125,70,24,105,76,83,
销售费用(万元),954,639,341,2344,2370,1390,789,2463,1646,1108,463,1523,631,217,
管理费用(万元),4046,2675,1335,5573,4276,2918,1428,5789,3974,2939,1483,6125,4269,1798,
财务费用(万元),-488,-527,-283,-667,-326,-89,-61,-496,-388,-275,-143,-536,13,272,
资产减值损失(万元),782,43,11,120,122,128,2,111,142,85,78,-48,21,-113,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),88,105,101,19,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-26,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5267,4480,2065,9779,7355,5053,1889,9827,6822,4547,1505,9409,7565,6215,
营业外收入(万元),23,59,145,1718,724,670,173,778,392,183,160,645,905,231,
营业外支出(万元),4,1,1,20,19,19,18,32,31,2,2,110,1,0,
非流动资产处置损失(万元),--,--,--,18,18,18,18,5,5,--,--,95,--,--,
利润总额(万元),5286,4538,2209,11477,8059,5703,2044,10573,7183,4728,1664,9944,8469,6446,
所得税费用(万元),146,78,279,1509,1080,767,240,1360,878,613,209,1170,863,724,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5140,4461,1929,9967,6979,4936,1804,9214,6305,4114,1455,8774,7605,5722,
归属于母公司所有者的净利润(万元),5140,4461,1929,9967,6979,4936,1804,9214,6305,4114,1455,8774,7605,5722,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.55,0.48,0.21,1.22,0.9,0.71,0.26,1.32,0.9,0.59,0.21,1.25,1.09,0.82,
稀释每股收益,0.55,0.48,0.21,1.22,0.9,0.71,0.26,1.32,0.9,0.59,0.21,1.25,1.09,0.82,
