报告日期,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),21942,37670,26936,22889,10430,19633,15180,10389,
营业收入(万元),21942,37670,26936,22889,10430,19633,15180,10389,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),18603,31877,21199,17984,8038,15013,13191,11001,
营业成本(万元),809,937,528,380,173,344,410,408,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),178,134,16,33,1,4,8,119,
销售费用(万元),10196,18243,12340,9314,3987,6423,4604,3405,
管理费用(万元),7220,12605,8414,8069,3785,8088,8002,7069,
财务费用(万元),170,-54,-99,191,94,180,43,-10,
资产减值损失(万元),30,12,0,-2,-2,-27,125,10,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),2,--,--,--,--,--,360,35,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),3374,5793,5736,4906,2392,4621,2349,-576,
营业外收入(万元),10,661,410,636,265,649,1004,408,
营业外支出(万元),78,15,124,21,5,12,73,7,
非流动资产处置损失(万元),19,5,118,17,--,--,--,--,
利润总额(万元),3306,6439,6022,5521,2652,5258,3280,-175,
所得税费用(万元),704,785,503,509,413,426,282,-6,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),2602,5654,5519,5012,2238,4833,2998,-169,
归属于母公司所有者的净利润(万元),3467,7043,5647,5012,2238,4833,2999,-160,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),-865,-1389,-128,--,--,--,-1,-9,
基本每股收益,0.58,1.17,0.94,0.84,0.37,0.81,0.5,--,
稀释每股收益,0.58,1.17,0.94,0.84,0.37,0.81,0.5,--,
