报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),10000,59628,48901,33593,17121,63630,41494,26206,11873,66120,49181,32043,14062,45483,33686,20917,7988,37039,33606,31258,
营业收入(万元),10000,59628,48901,33593,17121,63630,41494,26206,11873,66120,49181,32043,14062,45483,33686,20917,7988,37039,33606,31258,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),8657,43321,34772,22724,11337,40823,27917,17861,7986,47816,35502,23674,10465,34855,25115,15804,6301,31079,28553,27208,
营业成本(万元),7374,35687,28680,19285,9680,35412,23077,14922,6608,43479,32389,21261,9354,31354,22918,14341,5696,27574,25674,24510,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),191,956,763,537,335,729,257,153,74,351,267,159,89,331,268,154,62,204,151,75,
销售费用(万元),90,894,673,477,271,842,522,307,136,814,545,341,156,623,416,279,117,523,400,296,
管理费用(万元),827,4279,2817,1817,905,3771,2965,1864,954,3441,2362,1632,520,1969,1240,795,373,1592,1429,1108,
财务费用(万元),169,2057,1915,848,297,-1095,-261,-168,27,-664,-487,-79,-20,251,113,76,53,635,730,859,
资产减值损失(万元),7,-551,-76,-241,-156,1164,1358,783,187,395,426,361,366,326,160,160,--,551,168,360,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),195,1130,759,475,199,126,--,--,--,--,--,--,--,4,4,--,--,6,6,6,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1550,17434,14887,11344,5983,22933,13576,8345,3887,18304,13679,8369,3598,10632,8575,5113,1688,5966,5059,4056,
营业外收入(万元),26,136,137,128,22,172,148,79,51,813,45,24,2,39,35,33,1,134,241,696,
营业外支出(万元),0,31,73,31,28,700,441,433,2,34,34,29,--,28,27,25,24,3,18,--,
非流动资产处置损失(万元),--,--,73,31,28,700,--,433,2,23,--,6,--,1,--,1,--,2,8,--,
利润总额(万元),1576,17539,14951,11442,5976,22404,13283,7991,3936,19084,13691,8364,3600,10643,8582,5122,1665,6097,5283,4752,
所得税费用(万元),244,2511,2256,1718,897,1416,33,-724,-1250,4557,3338,2091,900,1494,1216,697,250,850,778,663,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1332,15028,12695,9723,5079,20988,13250,8715,5186,14527,10353,6273,2700,9148,7366,4424,1415,5247,4504,4089,
归属于母公司所有者的净利润(万元),1332,15028,12695,9723,5079,20988,13250,8715,5186,14527,10353,6273,2700,9148,7366,4424,1415,5247,4504,4089,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.06,0.63,0.53,0.41,0.43,1.82,1.16,0.77,0.46,2.77,1.97,1.24,0.6,2.03,1.64,0.98,0.31,1.17,1,0.96,
稀释每股收益,0.06,0.63,0.53,0.41,0.43,1.82,1.16,0.77,0.46,2.77,1.97,1.24,--,2.03,1.64,0.98,--,1.17,1,0.96,
