报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),59907,46145,30310,14567,52681,37460,23610,12160,42314,30032,19283,9166,38204,28164,17834,8999,37904,28466,18231,8816,35393,26379,16818,8231,48716,40154,28255,12302,56362,41228,20693,9444,33174,24845,16700,24920,17237,21663,22425,
营业收入(万元),59907,46145,30310,14567,52681,37460,23610,12160,42314,30032,19283,9166,38204,28164,17834,8999,37904,28466,18231,8816,35393,26379,16818,8231,48716,40154,28255,12302,56362,41228,20693,9444,33174,24845,16700,24920,17237,21663,22425,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业总成本(万元),43954,33419,22408,11055,38633,27534,17571,8951,30420,21565,14116,7076,28842,21385,13859,6868,30034,22350,14401,7023,28974,21846,13847,6645,40002,32451,22754,10590,40137,28638,16733,7822,27210,20122,13273,20262,14079,17975,18759,
营业成本(万元),38457,29554,19469,9253,31881,22814,14449,7546,26163,18473,11953,5807,25853,19304,12390,6372,27142,20351,13158,6500,25457,19261,12072,5968,36822,29945,20961,9842,35947,25519,14987,7048,23535,17454,11498,17329,11979,14832,15732,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
研发费用(万元),2291,1587,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业税金及附加(万元),748,558,419,204,668,435,309,85,600,349,273,209,218,116,55,37,226,134,94,56,157,116,38,15,376,373,292,94,325,208,89,59,165,127,93,146,102,146,184,
销售费用(万元),1637,1168,771,392,1468,1078,677,319,1140,792,536,248,950,682,456,221,1011,763,496,239,979,732,493,242,1003,788,534,263,913,702,479,218,839,636,439,669,439,585,500,
管理费用(万元),1913,1249,1828,866,3830,2607,1746,888,4016,2514,1737,807,3551,2502,1712,755,3578,2600,1777,843,3541,2669,1850,828,3371,2797,1886,888,3299,2225,1403,662,2383,1565,1027,1666,1176,1752,1462,
财务费用(万元),-1231,-857,-248,328,660,543,409,103,-1501,-545,-386,49,-1867,-1381,-775,-499,-1759,-1372,-943,-486,-1168,-856,-539,-329,-1686,-1458,-973,-480,-555,-352,-423,-222,268,332,189,252,192,739,880,
资产减值损失(万元),139,161,169,12,126,56,-20,10,3,-18,2,-45,136,161,21,-18,-164,-126,-181,-128,9,-77,-67,-79,117,6,55,-18,208,336,199,57,21,8,27,200,190,-79,1,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
投资收益(万元),2192,1864,1387,721,1993,1282,701,320,1769,1415,1024,598,1405,842,330,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业利润(万元),18245,14652,9328,4246,22396,11208,6740,3529,13663,9882,6190,2688,10767,7621,4306,2153,7870,6116,3829,1794,6418,4533,2971,1586,8714,7703,5501,1712,16225,12590,3960,1623,5964,4723,3427,4658,3159,3688,3666,
营业外收入(万元),--,--,--,--,297,6352,6332,32,218,73,66,11,161,75,65,7,576,229,211,191,130,65,48,19,273,152,126,71,675,372,120,114,316,55,55,461,461,52,16,
营业外支出(万元),11,7,3,3,4,17,14,11,1,1,0,--,0,0,0,0,5,3,3,1,3,2,0,0,4,3,0,--,11,7,1,--,2,2,2,371,371,93,0,
非流动资产处置损失(万元),--,--,--,--,--,14,12,10,1,1,0,--,0,0,0,0,5,3,3,1,3,2,0,0,4,3,0,--,7,4,1,--,2,2,2,371,371,40,0,
利润总额(万元),18234,14645,9325,4243,22690,17543,13058,3550,13879,9954,6257,2699,10928,7696,4371,2160,8441,6342,4037,1984,6545,4597,3019,1605,8984,7852,5627,1783,16890,12956,4079,1737,6278,4776,3480,4748,3249,3647,3682,
所得税费用(万元),2483,2186,1384,636,3260,2631,1967,534,1958,1520,966,438,1562,1133,654,328,1169,940,601,340,974,741,488,268,1286,1185,840,277,2490,1922,612,252,908,715,502,686,426,561,557,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
净利润(万元),15752,12459,7942,3607,19429,14912,11091,3016,11921,8434,5291,2261,9365,6563,3716,1832,7272,5402,3436,1643,5571,3856,2531,1337,7698,6668,4787,1507,14400,11034,3467,1485,5370,4061,2979,4062,2823,3086,3125,
归属于母公司所有者的净利润(万元),15640,12368,7876,3566,19297,14822,11041,2991,11829,8374,5255,2247,9292,6506,3681,1816,7209,5349,3402,1633,5528,3824,2511,1326,7699,6668,4787,1507,14400,11034,3467,1485,5370,4061,2979,4062,2823,3086,3125,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,594,514,390,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
少数股东损益(万元),112,92,66,41,133,90,50,25,92,60,35,14,73,57,35,16,63,53,34,11,43,32,20,11,-1,-0,--,--,--,--,--,--,--,0,0,0,0,0,0,
基本每股收益,0.48,0.38,0.24,0.11,0.6,0.46,0.34,0.09,0.37,0.26,0.16,0.07,0.29,0.2,0.11,0.06,0.22,0.17,0.11,0.1,0.34,0.24,0.16,0.08,0.48,0.41,0.3,0.09,0.89,0.68,0.21,0.09,0.41,0.34,0.25,0.34,0.23,0.26,0.26,
稀释每股收益,0.48,0.38,0.24,0.11,0.6,0.46,0.34,0.09,0.37,0.26,0.16,0.07,0.29,0.2,0.11,0.06,0.22,0.17,0.11,0.1,0.34,0.24,0.16,0.08,0.48,0.41,0.3,0.09,0.89,0.68,0.21,0.09,0.41,0.34,0.25,0.34,0.23,0.26,0.26,
