报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),69029,41476,70916,54433,45418,21043,9453,
营业收入(万元),69029,41476,70916,54433,45418,21043,9453,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),55305,32605,53921,39732,31315,17516,9186,
营业成本(万元),41079,24421,37999,29170,21631,13398,6221,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),783,627,549,232,505,113,119,
销售费用(万元),1968,1288,2736,1503,677,286,232,
管理费用(万元),8341,5112,12114,7872,7816,3155,2220,
财务费用(万元),1491,808,-727,-88,50,287,181,
资产减值损失(万元),1644,489,1248,1042,635,277,212,
公允价值变动收益(万元),17,78,--,--,--,--,--,
投资收益(万元),188,61,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),13929,8871,16995,14701,14103,3527,267,
营业外收入(万元),893,189,2256,1927,242,255,293,
营业外支出(万元),1004,133,367,266,94,4,2,
非流动资产处置损失(万元),827,16,59,9,10,3,1,
利润总额(万元),13818,8927,18884,16362,14250,3778,558,
所得税费用(万元),2057,1252,2729,2478,2280,517,9,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),11761,7675,16155,13885,11970,3260,549,
归属于母公司所有者的净利润(万元),11761,7675,16155,13885,11970,3260,549,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,1.78,1.16,2.45,2.1,1.81,--,--,
稀释每股收益,1.78,1.16,2.45,2.1,1.81,--,--,
