报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),38486,157595,115838,78078,40252,128877,97131,63632,32570,150898,113086,75554,36740,153509,115073,77741,35677,133519,98482,65121,31814,133338,98391,63670,28544,93365,66292,39678,17841,62154,47052,31049,15372,47770,33371,51665,40502,
营业收入(万元),38486,157595,115838,78078,40252,128877,97131,63632,32570,150898,113086,75554,36740,153509,115073,77741,35677,133519,98482,65121,31814,133338,98391,63670,28544,93365,66292,39678,17841,62154,47052,31049,15372,47770,33371,51665,40502,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),33929,132459,95595,64836,33166,109072,80891,53034,27426,129039,95066,65100,31598,146770,111603,75990,34815,130606,95081,62391,30580,127146,92564,60233,27185,90735,63925,38469,17523,58123,42871,28203,13736,39747,27468,44838,37129,
营业成本(万元),28139,108113,80093,54365,27740,93877,69006,44719,23127,111752,83657,56986,28151,129529,98009,67812,31080,114631,84019,54797,26884,113821,83989,55017,25205,83840,59371,35773,16398,53148,39829,26140,12826,36919,25683,41303,34622,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
