报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-03-31,2006-12-31,2005-12-31,
营业总收入(万元),540358,1731064,1275831,871676,474576,1552028,1160700,793772,448906,1547218,1168787,806303,444618,1229679,928629,643755,367009,1138789,845029,578099,315918,1000565,737751,500250,278843,843919,628322,425740,239710,677027,497496,335813,186503,572533,426169,293012,163180,520135,389666,271114,153275,418443,114020,317093,213475,
营业收入(万元),538994,1725041,1271235,868708,473026,1547040,1157216,791531,447797,1545161,1168042,806087,444618,1229679,928629,643755,367009,1138789,845029,578099,315918,1000565,737751,500250,278843,843919,628322,425740,239710,677027,497496,335813,186503,572533,426169,293012,163180,520135,389666,271114,153275,418443,114020,317093,213475,
利息收入(万元),1364,6023,4596,2969,1549,4988,3484,2241,1109,2057,667,194,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,78,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
营业总成本(万元),518675,1712385,1251917,845104,453089,1538159,1143161,774727,433614,1527024,1144059,779836,422520,1186807,887327,609771,342057,1085782,807012,546967,294747,958667,707507,475184,261756,811437,604858,405848,226008,655064,481049,322292,176733,550991,410022,279759,153292,499542,374228,259238,144749,402196,108365,307134,205736,
营业成本(万元),419097,1353815,996580,680939,372606,1215679,909151,619824,352679,1206398,910654,627531,347515,953372,715406,496012,284592,884759,663587,452660,247063,787735,584707,395214,220894,669769,500359,339204,192545,538358,396008,266378,149261,460246,343828,236113,130855,417534,314573,219568,123931,336847,91473,258392,174506,
利息支出(万元),--,442,489,293,207,80,--,--,--,--,-143,-15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
营业税金及附加(万元),3872,12270,8732,6062,3041,10885,6394,5339,3394,13208,10317,7079,3631,11788,8770,6233,3525,11488,9020,6483,3115,9048,6882,4708,2521,6729,4995,3151,1557,5090,3906,2483,1412,3426,2717,2084,1095,2545,1901,1095,717,1737,523,1493,861,
销售费用(万元),82445,306061,218732,140584,68679,275248,202040,132597,69494,269961,197307,129651,64182,200794,147213,97772,49598,169039,119316,77672,39704,140202,98787,64065,32812,117616,87088,55285,27743,99782,72641,47282,23344,77755,57817,37570,19227,72385,51848,34104,17759,56854,14321,42521,26267,
管理费用(万元),9816,29987,20034,12980,6446,27266,20327,13442,6515,30740,21774,13661,6691,20802,15357,9898,4955,23728,17121,11713,5847,19461,14747,9573,5104,17591,12975,8479,4110,13068,9742,6639,3117,11321,7477,5070,2506,8249,6500,4408,2346,6049,1850,4273,3226,
财务费用(万元),2780,8996,6712,3773,1803,8098,5604,3541,1522,5133,3522,1573,345,-162,-132,-808,-571,-3487,-2492,-1830,-937,1651,1872,1057,454,-671,-766,-478,82,-1746,-1497,-692,-431,-2188,-1868,-1304,-587,-1537,-790,-26,-6,130,142,311,366,
资产减值损失(万元),665,814,638,473,307,902,-355,-15,10,1584,627,355,155,212,713,666,-42,255,460,269,-45,570,511,567,-29,402,208,207,-29,512,248,203,30,431,50,226,197,366,195,88,2,579,57,144,511,
