报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),12044,50430,36722,23579,9166,21272,7530,5272,2920,10853,8772,6041,2397,12296,9143,6416,1700,15318,17768,14555,
营业收入(万元),12044,50430,36722,23579,9166,21272,7530,5272,2920,10853,8772,6041,2397,12296,9143,6416,1700,15318,17768,14555,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),11505,45339,32153,20058,7788,18939,7578,5046,2395,8674,6673,4630,1917,9528,6952,4973,1592,11867,12771,9933,
营业成本(万元),7688,29216,21266,13850,5731,12507,4250,2852,1428,5280,4200,3009,1181,5638,4101,2888,825,7812,8108,6610,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),47,446,278,139,59,201,51,45,12,108,91,60,28,130,102,77,26,166,125,124,
销售费用(万元),452,2475,1772,1222,611,1358,888,522,370,916,653,366,153,924,702,562,154,954,949,726,
管理费用(万元),2843,10585,6993,3954,1281,4255,2321,1498,595,2573,1878,1263,516,2697,2065,1386,614,2806,3481,2318,
财务费用(万元),424,1239,865,395,213,37,-75,-54,-28,-140,-59,-12,-12,7,-27,6,0,-30,18,179,
资产减值损失(万元),51,1379,979,497,-106,581,142,184,18,-62,-91,-56,53,133,10,54,-27,157,91,-25,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,
投资收益(万元),0,39,39,39,22,295,205,178,79,297,240,149,71,169,106,57,26,52,188,75,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1119,5423,4608,3560,1400,2628,156,404,604,2476,2340,1561,550,2937,2297,1500,135,3503,5185,4697,
营业外收入(万元),11,624,648,431,359,469,307,61,56,130,85,43,24,88,38,32,21,220,42,194,
营业外支出(万元),12,87,23,23,18,98,11,5,3,20,28,25,5,16,13,10,5,33,59,79,
非流动资产处置损失(万元),--,--,6,3,--,2,3,--,0,0,--,0,0,0,--,0,--,9,13,-0,
利润总额(万元),1117,5960,5233,3968,1741,2999,452,459,656,2587,2397,1578,568,3009,2321,1523,151,3690,5168,4812,
所得税费用(万元),157,998,875,742,281,494,109,99,116,385,531,349,76,436,354,270,26,606,763,679,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),960,4962,4357,3227,1460,2504,343,361,539,2201,1865,1229,493,2572,1968,1252,124,3083,4405,4133,
归属于母公司所有者的净利润(万元),371,2122,2315,1513,785,1336,343,361,539,2201,1865,1229,493,2572,1968,1252,124,3083,4405,4133,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),589,2839,2042,1714,675,1168,0,--,--,--,--,0,--,--,--,0,--,--,--,--,
基本每股收益,0.05,0.32,0.33,0.22,0.12,0.2,0.05,0.05,0.08,0.37,0.32,0.23,0.1,0.51,0.39,0.25,0.02,0.62,0.88,0.88,
稀释每股收益,0.05,0.31,0.33,0.22,0.12,0.2,0.05,0.05,0.08,0.37,0.32,0.23,0.1,0.51,0.39,0.25,0.02,0.62,0.88,0.88,
