报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),69291,398508,248583,158792,58180,321213,192077,107638,29537,300538,181154,116746,49205,339949,222148,148476,61649,295413,183193,103174,41789,162549,120621,87905,31002,161818,132823,116240,13129,56080,43359,23553,
营业收入(万元),69291,398508,248583,158792,58180,321213,192077,107638,29537,300538,181154,116746,49205,339949,222148,148476,61649,295413,183193,103174,41789,162549,120621,87905,31002,161818,132823,116240,13129,56080,43359,23553,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),68120,378452,236374,148974,57322,314754,188393,107938,34435,287398,167950,106432,46147,312931,202194,133731,57791,270965,169825,95033,40088,152752,112929,80553,28478,147932,118837,104574,12395,52113,41001,23068,
营业成本(万元),57337,314563,199496,124727,45984,259891,154016,87404,25207,234733,137597,87166,36995,260794,168372,110864,48136,230181,145443,79812,32549,126657,94449,68684,23982,124675,101309,89563,10566,47164,36185,20972,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业税金及附加(万元),276,2178,1623,1293,362,3271,409,1162,580,6983,4561,2982,1353,7146,4409,3254,1084,5664,3514,2061,1156,3470,3064,2288,742,4055,3091,2831,469,1934,1416,766,
销售费用(万元),1194,6230,3700,2543,1201,3977,3138,2015,1084,3537,2476,1585,842,4026,2243,1310,759,3401,1865,1250,485,1752,1027,564,254,2521,2467,2145,116,300,361,101,
