报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),94817,60499,24995,77579,54983,36204,15928,72368,58850,40741,17055,78655,64581,54130,56545,
营业收入(万元),94817,60499,24995,77579,54983,36204,15928,72368,58850,40741,17055,78655,64581,54130,56545,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),85555,54004,21940,70129,49257,32396,14777,65006,52005,35902,15765,70487,59580,49979,50011,
营业成本(万元),71928,45139,18228,56211,39854,26409,12074,53088,43183,29882,13001,58318,48574,40225,42223,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),744,488,196,844,386,233,103,508,392,304,108,457,397,368,290,
销售费用(万元),5091,3230,1405,4688,3399,2207,918,4161,3275,2297,1025,4292,3982,3298,2565,
管理费用(万元),6673,4507,1943,7476,5260,3300,1438,6283,4389,2828,1363,5650,4897,4512,3736,
财务费用(万元),790,381,58,219,172,94,169,968,736,519,197,1705,1602,1536,1068,
资产减值损失(万元),328,259,110,691,187,153,74,-2,30,73,71,65,127,41,129,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),149,142,28,101,24,--,--,--,--,--,--,--,1112,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),10792,7861,3082,7551,5750,3808,1152,7362,6845,4839,1290,8168,6113,4151,6534,
营业外收入(万元),40,7,1076,669,529,343,81,502,360,250,87,1043,1014,759,1872,
营业外支出(万元),108,51,36,146,84,57,27,120,74,65,16,722,208,120,1225,
非流动资产处置损失(万元),--,2,--,10,--,--,--,2,--,--,--,587,10,2,1036,
利润总额(万元),10723,7816,4122,8074,6194,4095,1206,7744,7131,5025,1361,8489,6919,4789,7181,
所得税费用(万元),1995,1497,804,1359,1219,789,217,1605,1480,1047,259,1698,1464,704,1428,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),8729,6319,3318,6716,4976,3306,989,6139,5651,3978,1101,6791,5455,4086,5753,
归属于母公司所有者的净利润(万元),8729,6319,3318,6716,4976,3306,989,6139,5651,3978,1101,6791,5455,4086,5753,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.92,0.67,0.35,0.77,0.59,0.42,0.14,0.86,0.8,0.56,0.16,0.96,0.77,0.58,0.81,
稀释每股收益,0.92,0.67,0.35,0.77,0.59,0.42,0.14,0.86,0.8,0.56,0.16,0.96,0.77,0.58,0.81,
