报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),21485,104683,42948,26901,14889,58712,40304,24691,8025,44157,32794,17288,6231,38617,25946,18989,10157,67978,39273,25582,10388,57993,33117,19379,8601,39647,22476,13681,5436,24381,16212,10992,18169,12081,14174,9345,
营业收入(万元),21485,104683,42948,26901,14889,58712,40304,24691,8025,44157,32794,17288,6231,38617,25946,18989,10157,67978,39273,25582,10388,57993,33117,19379,8601,39647,22470,13681,5436,24381,16212,10992,18169,12081,14174,9345,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业总成本(万元),19154,93969,41391,26266,15627,58228,39791,24324,9097,43204,32684,18446,7276,38764,24625,17956,9287,62205,34704,22356,9254,51900,29131,16286,7573,34910,19314,11178,4672,20746,13726,9120,15172,10630,12048,8386,
营业成本(万元),14992,74722,31138,20035,12471,45045,30158,18590,6274,31921,25141,13391,4890,29402,17889,13810,7458,49967,27089,17547,7130,41657,23009,12399,5750,27800,14932,8600,3356,14901,10081,6815,11540,8028,9576,6270,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业税金及附加(万元),273,1288,572,425,221,931,177,166,164,384,221,14,59,438,269,191,36,785,275,115,119,613,368,189,118,390,316,192,122,266,160,127,128,61,180,28,
销售费用(万元),1209,3091,1856,1194,657,2606,1985,1013,444,2720,1590,976,485,3196,2169,1454,647,4398,2726,1779,728,4305,2331,1436,567,2685,1810,924,521,1427,832,516,1071,754,588,655,
管理费用(万元),1967,10072,4873,3018,1443,7708,5730,3542,1467,5485,3970,2804,1405,4678,3380,2047,991,5550,3650,2370,1164,5129,3515,2398,1215,4380,2681,1789,790,3780,2276,1395,1980,1580,1370,1256,
财务费用(万元),1004,3369,2212,1485,730,2514,1876,1161,632,1880,1597,1089,469,1477,1024,636,343,922,738,330,125,60,-119,-141,-63,-556,-498,-333,-174,235,341,246,388,226,351,184,
资产减值损失(万元),-291,1426,739,110,105,-576,-135,-150,116,813,165,172,-31,-428,-106,-183,-187,582,228,215,-11,137,27,9,-14,211,73,6,57,137,36,21,65,-20,-17,-7,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
投资收益(万元),96,--,--,--,--,9,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,-10,-12,-8,-3,-11,-5,-4,--,-7,-1,-0,0,--,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-7,--,0,0,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业利润(万元),2579,12321,1832,818,-737,494,513,367,-1071,953,110,-1158,-1045,-147,1320,1034,870,5773,4569,3226,1133,6083,3974,3082,1025,4726,3158,2499,763,3628,2485,1871,2997,1452,2125,958,
营业外收入(万元),43,272,882,410,265,1702,499,306,107,1061,599,467,469,2980,1229,766,543,1422,523,250,147,627,322,119,108,600,352,116,114,53,41,37,343,337,141,1,
营业外支出(万元),2,145,56,42,24,12,2,1,1,70,60,52,18,139,4,4,4,24,14,14,4,111,18,16,5,104,47,30,--,45,2,0,76,0,32,32,
非流动资产处置损失(万元),--,--,--,--,--,7,--,--,--,21,--,--,--,0,--,--,--,5,--,--,--,98,--,--,--,47,--,--,--,--,--,0,74,--,0,30,
利润总额(万元),2620,12449,2658,1186,-497,2184,1011,672,-965,1944,648,-743,-594,2694,2545,1796,1410,7172,5077,3462,1277,6599,4279,3185,1128,5221,3463,2585,878,3635,2524,1908,3264,1789,2234,927,
所得税费用(万元),344,2122,708,219,-21,651,198,194,7,475,188,95,19,586,235,198,299,1065,720,473,180,1103,651,499,151,819,588,397,117,438,299,284,461,236,324,313,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
净利润(万元),2276,10326,1950,967,-476,1534,813,478,-972,1469,460,-838,-613,2108,2310,1598,1111,6106,4357,2989,1097,5496,3627,2685,977,4403,2875,2188,761,3197,2225,1623,2803,1553,1910,615,
归属于母公司所有者的净利润(万元),1871,9656,1887,903,-436,1827,965,541,-1069,1348,364,-751,-613,2213,2310,1598,1111,6108,4362,2996,1097,5496,3627,2685,977,4403,2875,2188,761,3197,2225,1623,2803,1553,2016,616,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,460,--,-613,2108,--,--,--,--,--,--,--,5496,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
少数股东损益(万元),405,670,63,63,-40,-293,-151,-63,97,121,96,-87,0,-104,-0,-0,-0,-1,-5,-7,-0,--,--,--,--,--,--,--,--,--,--,0,0,--,-106,-2,
基本每股收益,0.03,0.26,0.06,0.03,-0.02,0.06,0.03,0.02,-0.03,0.05,0.02,-0.03,-0.02,0.08,0.08,0.06,0.08,0.44,0.31,0.22,0.08,0.4,0.26,0.19,0.07,0.32,0.21,0.16,0.09,0.45,0.34,0.25,0.5,0.29,0.44,0.45,
稀释每股收益,0.03,0.26,0.06,0.03,-0.02,0.06,0.03,0.02,-0.03,0.05,0.02,-0.03,-0.02,0.08,0.08,0.06,0.08,0.44,0.31,0.22,0.08,0.4,0.26,0.19,0.07,0.32,0.21,0.16,0.09,0.45,0.34,0.25,0.5,0.29,0.44,0.45,
