报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),37527,23565,10842,45406,34471,23259,12111,44828,34602,22705,11510,44335,42047,36454,32320,
营业收入(万元),37527,23565,10842,45406,34471,23259,12111,44828,34602,22705,11510,44335,42047,36454,32320,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),34005,21374,9663,40035,30786,20411,10141,39547,30714,19965,10222,40024,37984,32744,29641,
营业成本(万元),24472,15856,7162,28383,22135,14719,7824,27414,21205,14099,7370,27463,26638,22756,20448,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),332,252,139,410,179,151,65,520,404,338,125,229,176,262,127,
销售费用(万元),3754,1996,944,3815,2721,1909,1024,3770,3032,2209,1357,4818,4288,3796,3004,
管理费用(万元),4501,2842,1669,6732,5580,3484,1414,6827,5218,3184,1524,6906,6308,5327,5503,
财务费用(万元),270,65,-54,-281,-140,-87,-19,-266,-236,-210,-119,-186,-99,191,290,
资产减值损失(万元),675,363,-198,976,310,235,-167,1283,1092,345,-35,793,672,412,269,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,
投资收益(万元),84,84,84,416,161,--,--,--,--,--,--,--,--,--,-4,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3723,2353,1263,5787,3846,2848,1970,5281,3888,2740,1288,4311,4063,3710,2675,
营业外收入(万元),247,88,127,1064,630,242,148,387,373,118,49,763,594,390,287,
营业外支出(万元),2,1,--,9,--,--,--,1,--,--,--,6,--,11,1,
非流动资产处置损失(万元),--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,
利润总额(万元),3969,2441,1389,6842,4476,3089,2118,5667,4261,2858,1337,5068,4657,4089,2962,
所得税费用(万元),479,254,202,883,663,378,264,716,480,377,210,647,616,513,462,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3490,2187,1187,5959,3814,2711,1854,4951,3781,2481,1127,4421,4040,3575,2500,
归属于母公司所有者的净利润(万元),3490,2187,1187,5959,3814,2711,1854,4951,3781,2481,1127,4421,4040,3575,2511,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,57,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-11,
基本每股收益,0.44,0.27,0.15,0.81,0.54,0.41,0.31,0.83,0.63,0.41,0.19,0.74,0.67,0.64,--,
稀释每股收益,0.44,0.27,0.15,0.81,0.54,0.41,0.31,0.83,0.63,0.41,0.19,0.74,0.67,0.64,--,
