报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),182727,151955,103472,51174,187266,146129,93923,49235,213520,156287,108126,55727,215180,165461,115192,57682,251891,197183,137747,69565,274604,215638,143469,66349,257219,208936,147115,68711,297887,221316,144358,68389,276917,205263,134690,64968,238949,232797,140070,67689,287943,246076,159004,72948,300144,232880,157576,70985,295293,214304,155109,65179,
营业收入(万元),182727,151955,103472,51174,187266,146129,93923,49235,213520,156287,108126,55727,215180,165461,115192,57682,251891,197183,137747,69565,274604,215638,143469,66349,257219,208936,147115,68711,297887,221316,144358,68389,276917,205263,134690,64968,238949,232797,140070,67689,287943,246076,159004,72948,300144,232880,157576,70985,295293,214304,155109,65179,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,
营业总成本(万元),204043,167841,114891,55611,228698,170879,109691,53070,221313,165541,115698,59450,239649,180592,125337,63048,275670,211949,145996,75091,288059,218895,146874,70096,288948,207792,142610,66659,285448,213833,139986,68646,322651,215979,139494,68191,300297,232246,136973,66570,276352,231133,151124,69428,286149,220222,148778,66274,285505,207193,151171,64054,
营业成本(万元),137495,115068,78199,38968,150207,115189,73981,38640,159683,119552,82965,42558,170622,132389,91076,46353,199724,156431,109083,55301,214762,165616,111770,52910,209689,162909,112755,52459,225386,170714,109654,53923,218479,161703,105217,51864,205219,192359,113189,55541,226421,194294,126933,59404,239247,187090,126237,57260,238947,171964,128414,53845,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,--,
