报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),8780,36432,25213,16152,6646,31627,24182,18253,10041,35977,24939,18421,10365,45653,34291,22869,26761,22433,19279,
营业收入(万元),8780,36432,25213,16152,6646,31627,24182,18253,10041,35977,24939,18421,10365,45653,34291,22869,26761,22433,19279,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),7751,33181,22143,14212,5799,26020,19314,14321,7801,27661,18670,13740,7618,34854,25410,17481,21678,17728,15210,
营业成本(万元),5908,25093,16967,11072,4904,20550,15574,11724,6549,23112,15997,11798,6490,28153,20786,13991,16781,13436,11593,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),141,418,301,208,43,307,164,122,81,131,55,47,13,154,102,63,152,123,148,
销售费用(万元),682,2710,1657,1043,263,1829,1293,896,407,1786,1173,806,402,2227,1604,1173,1705,1639,1274,
管理费用(万元),1187,4919,3325,2091,767,3697,2669,1703,787,3257,2333,1515,805,4224,2847,2037,2908,2645,2098,
财务费用(万元),-55,-482,-279,-245,-106,-361,-306,-144,-70,-572,-695,-360,-115,-168,-168,-126,-88,-14,-43,
资产减值损失(万元),-112,522,171,43,-72,-2,-80,21,47,-53,-193,-67,23,265,240,342,220,-101,139,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),183,795,449,348,77,697,452,337,19,406,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),-154,-186,-122,-74,-32,220,97,75,-31,371,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1299,4196,3397,2214,891,6524,5416,4345,2228,9094,6270,4681,2748,10799,8881,5388,5083,4705,4069,
营业外收入(万元),--,149,182,106,35,364,113,62,49,438,328,306,20,460,260,233,320,298,131,
营业外支出(万元),1,2,9,9,9,5,5,1,1,6,6,1,1,16,9,11,12,6,2,
非流动资产处置损失(万元),--,--,9,9,9,0,0,0,0,2,2,1,1,7,7,7,6,1,0,
利润总额(万元),1298,4343,3570,2310,917,6884,5525,4406,2277,9526,6592,4986,2767,11243,9132,5610,5391,4997,4197,
所得税费用(万元),274,747,640,421,135,1106,878,713,340,1468,1110,870,443,1484,1279,776,731,723,675,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1024,3596,2930,1889,783,5777,4647,3693,1937,8058,5482,4116,2323,9759,7853,4834,4661,4273,3522,
归属于母公司所有者的净利润(万元),1095,3850,3082,1971,809,5777,4647,3693,1937,8058,5482,4116,2323,9759,7853,4834,4661,4273,3522,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-72,-254,-152,-82,-26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.06,0.23,0.18,0.12,0.05,0.34,0.28,0.22,0.12,0.65,0.5,0.49,0.37,1.54,1.24,0.76,0.74,0.68,0.59,
稀释每股收益,0.06,0.23,0.18,0.12,0.05,0.34,0.28,0.22,0.12,0.65,0.5,0.49,0.37,1.54,1.24,0.76,0.74,0.68,0.59,
