报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),18903,11806,4346,15807,10045,6251,2671,11785,8488,12072,8665,9265,7143,6211,
营业收入(万元),18903,11806,4346,15807,10045,6251,2671,11785,8488,12072,8665,9265,7143,6211,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),10713,6756,2556,9570,6281,3816,1751,6838,4977,6433,4584,5079,4035,3195,
营业成本(万元),6901,4249,1511,5516,3486,2097,908,3534,2435,3354,2350,2720,2044,1780,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),237,161,47,231,103,61,15,167,116,121,87,114,87,58,
销售费用(万元),871,560,240,875,636,376,185,756,568,710,529,683,509,423,
管理费用(万元),2704,1765,786,2847,2049,1299,667,2351,1865,2130,1580,1503,1320,901,
财务费用(万元),-75,-49,-28,-49,-35,-32,-24,-36,-27,-30,-25,-22,8,-1,
资产减值损失(万元),75,70,--,150,42,16,--,67,21,148,63,80,67,33,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),154,9,9,--,--,--,--,--,--,--,--,--,--,3,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),8476,5117,1799,6238,3765,2434,920,4948,3511,5638,4080,4186,3109,3019,
营业外收入(万元),160,52,19,203,100,36,31,406,167,158,136,282,71,42,
营业外支出(万元),84,77,75,10,9,5,3,37,18,73,51,149,9,7,
非流动资产处置损失(万元),83,76,74,1,1,0,0,25,9,48,--,140,--,--,
利润总额(万元),8552,5092,1744,6430,3855,2465,949,5317,3659,5723,4165,4318,3171,3053,
所得税费用(万元),1207,710,229,882,518,329,120,702,497,830,587,614,445,433,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7345,4382,1515,5548,3337,2136,829,4614,3163,4894,3579,3704,2726,2620,
归属于母公司所有者的净利润(万元),7345,4382,1515,5548,3337,2136,829,4614,3163,4894,3579,3704,2726,2620,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,1.3,0.87,0.25,1.23,0.74,0.47,0.14,1.03,0.7,1.09,0.8,0.82,0.61,0.58,
稀释每股收益,1.3,0.87,0.25,1.23,0.74,0.47,0.14,1.03,0.7,1.09,0.8,0.82,0.61,0.58,
