报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),35494,158816,101919,63723,22196,126649,88511,55664,26446,150503,112281,75467,29100,205209,179670,121915,54653,267389,187127,120577,48131,295047,213811,136753,2255,12134,8041,3915,1300,15075,9742,5024,2187,12547,8072,5511,2570,12983,10503,7398,2578,12841,11267,8183,3009,17056,12619,8060,5683,
营业收入(万元),35494,158816,101919,63723,22196,126649,88511,55664,26446,150503,112281,75467,29100,205209,179670,121915,54653,267389,187127,120577,48131,295047,213811,136753,2255,12134,8041,3915,1300,15075,9742,5024,2187,12547,8072,5511,2570,12983,10503,7398,2578,12841,11267,8183,3009,17056,12619,8060,5683,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
营业总成本(万元),31754,151246,101865,67253,24748,176327,117582,79641,30016,200624,131918,82162,32237,207163,163073,110194,50259,250650,176135,111943,44574,275547,196117,124820,5261,17685,11568,6209,2298,17211,11343,6652,2934,17916,11308,7057,3334,19959,13585,9621,3833,19684,14710,10343,4311,18672,17319,11541,7631,
营业成本(万元),23797,112388,78073,51603,18880,105636,79837,50557,23671,146927,106832,66673,25563,165610,137614,92975,41761,211347,148794,94835,37403,225637,163165,102857,2117,10332,6824,3312,1074,11833,7664,4219,1754,11300,7096,4288,2104,12323,9261,6680,2452,11164,9147,6312,2556,18545,10742,7073,5412,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
营业税金及附加(万元),450,2096,1499,998,265,1473,554,159,45,850,510,309,127,554,372,208,17,1091,609,333,209,1406,935,707,181,16,10,8,3,82,48,6,7,56,24,15,7,100,32,18,0,69,60,43,19,76,22,15,8,
销售费用(万元),4740,21831,12979,8033,2811,18889,12246,7211,3357,26036,14309,8544,3305,23201,14495,9780,4936,22522,16860,10446,4164,28882,20766,13367,622,2107,1737,932,413,1227,1004,607,332,1151,561,312,134,1379,740,442,216,2126,1203,703,398,2618,1353,872,437,
管理费用(万元),2825,13021,8423,5733,2699,13920,9708,6588,2970,15810,10300,6659,3279,13685,9996,6785,3348,14276,9835,6276,2810,18212,12273,8905,2192,3736,2662,1764,751,3210,2419,1623,739,4275,3195,2144,971,4159,3044,2118,939,4493,3330,2527,1123,6888,3218,2268,1112,
财务费用(万元),-58,-88,-72,-42,-23,-82,-71,-48,-27,-93,-125,-118,-36,209,183,84,-3,57,37,54,-12,196,172,178,149,558,412,269,134,486,308,206,102,560,405,270,118,670,474,329,219,1342,970,757,215,-207,1983,1313,662,
资产减值损失(万元),--,1999,962,927,117,36491,15308,15174,--,11095,92,95,--,3905,413,361,201,1358,--,--,--,1215,-1194,-1194,--,935,-77,-77,-77,374,-100,-10,--,573,27,27,--,1327,34,34,0,490,--,0,0,-9247,--,0,--,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,
投资收益(万元),--,1373,1010,587,158,1162,729,230,230,1133,925,521,115,-4,--,--,--,377,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,-0,--,--,--,-4,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
营业利润(万元),5091,9744,1064,-2943,-2394,-48516,-28342,-23746,-3341,-48989,-18712,-6174,-3022,-1958,16597,11721,4394,17116,10993,8634,3557,19501,17694,11933,-3005,-5550,-3527,-2294,-998,-2136,-1601,-1627,-748,-5369,-3236,-1546,-764,-6976,-3082,-2224,-1255,-6844,-3442,-2160,-1302,-1616,-4699,-3481,-1948,
