报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),6642,3073,21416,20907,2220,1679,7174,4621,4020,2876,6394,16620,11166,2754,64291,59776,39944,19255,67802,53293,36251,16030,80653,60312,41333,15576,115413,96512,68072,31855,109180,86731,67096,40500,141894,108816,70362,30129,177231,156026,98916,41078,182222,133868,77582,33326,128370,92783,58953,26725,
营业收入(万元),6642,3073,21416,20907,2220,1679,7174,4621,4020,2876,6394,16620,11166,2754,64291,59776,39944,19255,67802,53293,36251,16030,80653,60312,41333,15576,115413,96512,68072,31855,109180,86731,67096,40500,141894,108816,70362,30129,177231,156026,98916,41078,182222,133868,77582,33326,128370,92783,58953,26725,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),8543,3502,28220,21830,3816,1990,10168,10500,5669,3804,31257,25272,17838,4937,95423,72436,49304,23678,100524,76023,50723,23144,115037,82069,56203,23082,138400,108487,75294,36424,145523,109215,83398,48664,176249,130220,82738,37759,193385,158427,96828,40992,174936,128224,74226,33059,122211,89169,56930,26519,
营业成本(万元),6433,2996,20229,19792,2081,1597,6195,4085,3529,2576,5560,15787,10598,2522,63312,59548,39853,18945,74194,59293,40690,18463,90003,69520,47870,18797,119132,94667,65800,31710,116174,94079,73444,43607,150764,112536,71092,32304,166094,140139,85812,36054,154653,113951,66234,29413,108123,78219,50425,23603,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
