报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2007-06-30,
营业总收入(万元),624453,2380413,1661484,1110410,558659,2576465,2000777,1370743,806274,3759663,2903734,2230144,742847,1788160,1061447,596098,260077,900893,486313,779887,452419,744518,424355,875495,342474,1234862,431266,1243135,959076,1422790,665236,
营业收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利息收入(万元),145990,1241295,431353,593089,138842,1171839,348895,609431,106866,1551036,443939,797396,106340,689414,135576,88655,40815,365350,66532,208362,74277,210918,68511,134052,44512,123005,32891,154466,37986,136436,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),229857,1045034,753521,496419,249864,1325973,980031,672614,362353,2296770,1751214,1253409,394853,944518,537327,294718,146595,605044,287197,414627,200080,490074,281743,661670,274590,776876,312336,540524,321574,974470,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),17192,21252,21535,18419,8867,18659,15476,12940,648,1834,1615,1363,539,1594,1479,1193,259,1452,903,1287,11480,12600,19582,35228,12490,11555,415,928,449,863,2864,
营业总成本(万元),308856,1034495,751860,513827,233263,1169568,898041,630722,360059,1586677,1236684,858256,327544,870199,521713,302459,129896,528243,268372,469364,231544,403933,209911,366602,158699,453578,122838,434509,351411,398655,182937,
营业成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利息支出(万元),--,670611,--,307164,--,716376,--,391741,--,1007657,--,495157,--,474158,--,--,--,219857,--,68589,--,58953,--,30808,--,33824,--,66043,--,84869,22505,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),16683,18973,17925,16750,8262,17076,12394,10984,77,245,203,148,2,5,3,539,7,273,693,349,11449,284,19723,35434,11897,10150,--,265,--,-859,1201,
营业税金及附加(万元),4818,15336,10901,6791,2900,56604,52927,48239,31350,227240,175067,123090,43657,86532,51127,28292,10705,53708,27084,38049,20709,35945,20521,38644,15581,60394,21823,65120,27906,60605,34644,
销售费用(万元),269492,926391,695395,468309,217949,974769,751156,512677,268299,1282205,985992,710810,272482,742792,464570,264766,114914,453133,240594,422681,204350,358776,169668,291254,131220,377929,101015,360618,323505,341784,99214,
管理费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
财务费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
资产减值损失(万元),17862,73795,27640,21978,4152,121119,81564,58821,60333,76987,75422,24208,11403,40870,6014,8862,4270,21129,--,8285,-4964,8928,--,1270,--,5105,--,8507,--,4592,20496,
公允价值变动收益(万元),-44047,-720,14448,-6717,29556,-46879,-11470,-50606,-10344,10470,-38566,150744,5768,301390,159419,93751,73313,-78077,-1474,8766,18121,-30858,-23063,6504,-7554,6634,2366,-80827,-75183,54591,--,
投资收益(万元),246184,690667,453887,323284,131612,820170,666813,517336,345469,912110,746466,522048,234917,326577,228185,119165,218,226771,133326,215402,148389,121174,77695,69167,19200,350395,83264,695321,675439,342989,67276,
对联营企业和合营企业的投资收益(万元),-350,1476,1795,1499,--,4296,5110,5120,--,1727,312,--,--,40,-741,251,--,1471,773,1112,--,1455,--,1421,--,827,--,1733,--,2037,--,
汇兑收益(万元),-12413,-19319,-13260,-6919,-82,3079,1033,770,1282,-4900,-934,342,431,-1176,-539,-1383,-1122,210,-171,31,71,-438,-113,-318,-763,222,-6,-1234,-1188,-1690,-1868,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),42328,178292,131336,88626,45961,237049,184241,136514,60892,221856,152797,99405,34547,113175,73334,45482,21295,81472,38696,45576,17523,38187,29476,30862,11757,19512,2256,27091,13341,43945,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),315596,1345919,909624,596583,325396,1406897,1102736,740022,446214,2172986,1667050,1371888,415304,917962,539733,293639,130182,372650,217942,310522,220875,340585,214445,508893,183776,781284,308428,808626,607665,1024135,549574,
营业外收入(万元),6111,32381,75005,71189,39343,76865,71332,69810,553,34391,30401,1745,167,30935,27291,771,297,20956,2421,23085,20757,25325,214,14494,1578,55637,152,4536,136,970,44,
营业外支出(万元),207,12169,2117,1194,606,6410,2285,2170,1193,2266,956,553,117,1236,812,170,210,980,616,-1279,160,-874,357,2582,481,233,151,2994,1814,24790,365,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),321500,1366131,982512,666578,364134,1477352,1171783,807662,445574,2205112,1696496,1373080,415354,947660,566213,294240,130269,392625,219746,334887,241472,366784,214302,520805,184873,836687,308429,810168,605987,1049896,528757,
所得税费用(万元),76607,317840,227294,157370,86944,342056,268471,188611,110276,535631,416308,332735,102969,230500,145627,68975,30382,89794,52517,78638,57524,87390,52491,114024,44648,205536,76079,190070,141338,310686,136637,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),244893,1048291,755218,509208,277190,1135296,903312,619052,335298,1669481,1280188,1040345,312385,717160,420585,225266,99886,302832,167229,256249,183948,279393,161810,406781,140225,631152,232350,620097,464649,739210,392120,
归属于母公司所有者的净利润(万元),225950,988154,703532,475627,256334,984142,764655,502016,237487,1570029,1196111,963762,283536,675791,393350,213825,95194,287897,162619,248997,181136,270880,157941,403124,140008,630152,232350,620186,464649,737758,392120,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),18943,60136,51686,33581,20856,151155,138657,117035,97811,99452,84077,76583,28849,41368,27235,11440,4692,14935,4610,7252,2813,8513,3869,3657,217,1000,--,-88,--,1452,--,
基本每股收益,0.26,1.11,0.8,0.56,0.32,1.21,0.94,0.62,0.29,2.21,1.75,1.54,0.46,1.11,0.64,--,0.16,0.47,--,0.43,--,0.58,--,--,--,--,--,--,--,--,--,
稀释每股收益,0.26,1.1,0.8,0.56,0.32,1.21,0.94,0.62,0.29,2.21,1.75,1.54,0.46,1.11,0.64,--,0.16,0.47,--,0.43,--,0.58,--,--,--,--,--,--,--,--,--,
