报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),16104,10372,4893,18720,12669,7622,4421,17507,13495,12381,
营业收入(万元),16104,10372,4893,18720,12669,7622,4421,17507,13495,12381,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),11158,7208,3387,12700,8774,5274,2929,12324,9376,8653,
营业成本(万元),7352,4734,2161,9035,6163,3700,2086,8313,6654,6405,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),378,272,97,305,128,102,35,58,112,125,
销售费用(万元),507,321,223,531,402,214,113,560,549,633,
管理费用(万元),2878,1851,867,2956,2013,1260,710,2837,1784,1363,
财务费用(万元),-82,-79,-15,6,15,24,37,23,94,60,
资产减值损失(万元),125,109,53,-133,52,-26,-52,533,183,67,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),437,55,15,--,--,--,--,--,10,5,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5619,3441,1521,6020,3895,2378,1492,5183,4129,3732,
营业外收入(万元),3133,1220,834,185,61,15,16,357,781,463,
营业外支出(万元),--,--,--,0,0,--,--,71,53,53,
非流动资产处置损失(万元),--,--,--,0,0,--,--,63,53,53,
利润总额(万元),8752,4661,2355,6205,3956,2393,1508,5469,4857,4142,
所得税费用(万元),1685,841,360,925,625,386,242,796,921,600,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),7066,3819,1995,5280,3331,2007,1266,4673,3936,3542,
归属于母公司所有者的净利润(万元),7066,3819,1995,5280,3331,2007,1266,4687,3921,3527,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,-14,15,15,
基本每股收益,0.53,0.59,0.32,1.04,0.65,0.39,0.25,0.92,0.77,0.69,
稀释每股收益,0.53,0.59,0.32,1.04,0.65,0.39,0.25,0.92,0.77,0.69,
