报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),724239,531670,386565,233975,728378,514760,375009,212005,626534,443394,318637,177792,623784,437963,323959,193964,604499,436224,315478,184119,607521,443297,327404,189201,579423,403256,284434,157674,478180,343251,240542,136328,356393,248623,172724,99255,274657,189729,132855,221934,163557,166469,
营业收入(万元),721825,530158,385481,233417,725656,512903,373619,211197,622753,440751,317026,176999,617962,433320,320585,192108,595161,429465,311047,181898,598585,436828,323477,187395,571659,397578,280812,156065,474108,340531,238944,135659,356346,248623,172724,99255,274657,189729,132855,221934,163557,166469,
利息收入(万元),2221,1369,978,518,2477,1693,1314,779,3290,2443,1491,752,4675,3820,2831,1632,7525,5678,3838,1943,7286,5343,3395,1665,7122,5224,3412,1585,4072,2720,1598,669,47,--,--,--,0,--,--,--,--,0,
已赚保费(万元),193,143,107,40,244,165,76,29,490,200,120,41,1148,823,543,224,1813,1081,593,279,1650,1125,532,141,642,454,210,24,--,--,--,--,0,--,--,--,0,--,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,
营业总成本(万元),707878,498888,353705,204632,691640,480171,342212,187204,595597,416637,294851,161245,585751,402756,294092,174026,560728,394261,279787,160105,556177,397423,290198,163177,530584,361527,250787,133805,442027,310251,212045,117198,327156,223791,152846,86762,254366,173171,119338,205800,151762,158045,
营业成本(万元),578555,417332,300933,179250,585493,410894,298243,165216,505789,357101,256113,143621,508749,356846,264498,159695,495537,353570,255004,149513,495273,358226,265568,152997,472288,324059,227565,124880,390637,277205,193524,109106,289802,200026,138823,79565,221455,151038,105814,175645,132520,134604,
利息支出(万元),282,253,172,85,424,338,229,113,539,439,328,162,581,439,304,167,646,456,306,165,611,443,284,161,635,481,285,134,84,21,5,--,0,--,--,--,0,--,--,--,--,0,
