报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),548620,1150248,749420,492507,258316,979225,683560,420275,178812,628477,444788,225759,84094,304042,251551,159500,56243,453278,286891,121886,46964,192071,117338,71875,49171,185050,166012,108063,53432,147596,102591,55062,27525,91187,60365,31948,15372,106900,84115,46005,21462,106859,59734,34535,13477,71402,45038,30813,12113,
营业收入(万元),548620,1150248,749420,492507,258316,979225,683560,420275,178812,628477,444788,225759,84094,304042,251551,159500,56243,453278,286891,121886,46964,192071,117338,71875,49171,185050,166012,108063,53432,147596,102591,55062,27525,91187,60365,31948,15372,106900,84115,46005,21462,106859,59734,34535,13477,71402,45038,30813,12113,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,0,--,
营业总成本(万元),537573,1163139,760463,496061,257175,992015,691881,436927,190824,675607,464210,234586,89034,315837,258951,164264,58893,464257,294719,127987,50706,201854,124610,75955,51221,190741,170125,110462,54201,151772,104987,56357,28138,96692,61662,33556,16355,113223,85403,46654,22609,113244,63050,36850,15955,75591,48562,32318,12896,
营业成本(万元),521793,1090424,709377,467233,243250,921876,645581,403916,178944,616109,428536,217539,82852,295735,245895,155799,54619,447106,282111,119104,45573,187258,113863,69348,47954,178905,160841,104307,51406,141084,97445,51444,25692,83889,54848,28749,14398,104288,80436,43861,21350,103085,57380,33161,13137,68446,43030,29046,11281,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,0,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,0,--,
营业税金及附加(万元),2313,4373,2307,1144,659,1533,390,284,150,707,463,285,133,609,417,273,133,731,794,555,426,508,333,216,108,444,348,196,98,415,274,175,106,220,113,73,38,269,96,87,33,186,104,68,34,217,166,131,58,
销售费用(万元),1024,4443,2382,1554,792,6056,4347,2977,1364,5597,3501,2097,789,2299,1689,1125,547,2053,1555,973,478,2027,1593,1076,578,2157,1782,1194,742,2367,1867,1066,671,1983,1644,1159,730,2074,1535,979,562,2254,1446,997,461,2212,1548,1023,531,
管理费用(万元),11117,43965,33511,15502,6428,22125,16221,12274,5360,16578,7053,4005,1878,10542,7157,4545,2141,10162,7302,5268,3249,6719,4759,2575,1267,4325,3290,2360,969,4470,2888,1857,854,7833,3242,2465,845,3076,1575,1002,689,3830,1386,819,1557,2057,1255,952,179,
财务费用(万元),1552,17589,12780,9359,5864,40643,26828,18639,5282,35014,24306,10170,3258,6585,3790,2503,1220,4019,2871,1959,909,5279,4291,2689,1282,5078,3793,2350,950,3344,2441,1569,761,2720,1898,1146,577,3530,1930,890,46,3578,2465,1579,767,2732,1937,1320,848,
资产减值损失(万元),-227,2346,105,1269,181,-219,-1486,-1164,-275,1602,351,489,124,67,4,18,233,186,86,127,71,62,-228,50,32,-167,71,56,35,91,73,246,55,48,-84,-36,-233,-13,-167,-164,-72,311,268,227,0,-72,625,-155,0,
公允价值变动收益(万元),468,-2082,-1281,-1248,-526,-193,-640,-1175,-964,-600,-2265,432,588,639,115,-87,23,-99,306,-71,55,211,74,177,102,-885,-634,-235,-73,-6,-21,-867,212,1147,427,830,679,-995,-925,-358,-571,--,236,-174,252,0,--,0,60,
投资收益(万元),5453,31043,3185,2980,3109,12229,4006,3184,3212,32785,8921,9492,3350,21428,10923,8132,3981,12308,8339,4505,3600,4913,3611,3475,3403,6376,5787,5018,3596,10296,8596,5043,4058,11104,6850,5532,3521,3800,4491,4256,4291,30556,8173,6594,3634,7883,7022,3057,592,
对联营企业和合营企业的投资收益(万元),595,774,-380,-554,-281,1570,487,-305,-210,679,260,985,-119,4079,500,890,281,-386,-16,616,228,-1506,-529,-288,31,1864,1837,1170,96,5566,4895,1447,515,4596,147,--,0,-725,--,--,--,--,--,0,0,0,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,0,--,
营业利润(万元),17312,17967,-8854,-1547,3724,-754,-4956,-14642,-9763,-14946,-12766,1097,-1002,10272,3637,3281,1355,1230,816,-1667,-87,-4658,-3588,-428,1455,-200,1041,2384,2754,6114,6178,2880,3657,6745,5981,4754,3216,-3518,2277,3249,2573,24170,5093,4105,1409,3694,3499,1552,-131,
营业外收入(万元),190,207,241,98,8,874,720,547,16,3049,2099,1995,26,1666,1307,978,315,5979,5815,5448,5403,8187,7303,7183,0,719,95,94,1,274,126,114,1,20688,20646,20646,18515,50,52,1,1,64,50,9,0,1044,1044,1036,739,
营业外支出(万元),5,4964,5010,7,0,420,308,208,117,681,564,464,299,756,535,398,113,794,612,438,355,224,136,87,55,487,358,252,82,255,175,122,83,190,137,53,34,373,279,128,197,589,296,56,28,224,141,78,18,
非流动资产处置损失(万元),--,--,5010,7,0,16,--,--,--,1,0,0,0,54,33,23,--,0,--,--,--,--,--,--,--,--,--,--,--,10,18,18,0,0,--,--,0,9,--,--,--,--,--,0,0,0,--,0,0,
利润总额(万元),17496,13209,-13623,-1456,3733,-299,-4544,-14303,-9864,-12578,-11231,2628,-1275,11181,4409,3861,1557,6415,6019,3343,4962,3305,3579,6669,1400,32,777,2226,2673,6133,6128,2871,3575,27243,26490,25347,21697,-3841,2049,3122,2377,23646,4847,4057,1381,4514,4402,2510,589,
所得税费用(万元),1332,9684,1438,1095,1064,3637,1514,1152,812,6549,1354,1945,885,3540,2201,1384,808,2207,2432,1483,1389,1599,1256,1839,536,-230,23,399,468,373,486,594,810,5544,6362,6287,5767,-281,381,658,476,7482,762,717,670,271,394,409,19,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,0,--,
净利润(万元),16164,3525,-15061,-2552,2668,-3936,-6058,-15454,-10676,-19127,-12586,683,-2160,7641,2208,2478,750,4207,3587,1860,3573,1706,2322,4829,864,262,754,1828,2205,5761,5643,2277,2765,21698,20128,19060,15930,-3560,1668,2463,1901,16164,4086,3340,710,4243,4008,2101,570,
归属于母公司所有者的净利润(万元),10139,13659,-5877,102,2729,4003,-47,-6253,-4434,2300,-4025,4099,169,11123,4925,4153,1527,6294,5166,3125,4086,540,871,2694,1142,879,1138,2016,2252,5976,5791,2336,2804,22217,20052,18998,15861,-3600,1657,2421,1829,15992,3896,3219,685,4059,3824,1985,511,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
少数股东损益(万元),6025,-10134,-9184,-2654,-61,-7939,-6011,-9201,-6242,-21426,-8561,-3416,-2329,-3482,-2717,-1675,-777,-2086,-1578,-1265,-513,1166,1451,2135,-278,-617,-384,-189,-47,-216,-148,-58,-38,-519,76,62,69,40,11,43,72,172,189,121,26,184,184,116,59,
基本每股收益,0.22,0.35,-0.15,0,0.07,0.1,-0,-0.16,-0.11,0.06,-0.1,0.11,0,0.29,0.13,0.11,0.04,0.16,0.13,0.08,0.11,0.01,0.02,0.07,0.03,0.02,0.03,0.05,0.06,0.15,0.15,0.06,0.09,0.75,0.68,0.64,0.54,-0.12,0.06,0.08,0.06,0.54,0.13,0.11,0.04,0.21,0.19,0.1,0.03,
稀释每股收益,0.22,0.35,-0.15,0,0.07,0.1,-0,-0.16,-0.11,0.06,-0.1,0.11,0,0.29,0.13,0.11,0.04,0.16,0.13,0.08,0.11,0.01,0.02,0.07,0.03,0.02,0.03,0.05,0.06,0.15,0.15,0.06,0.09,0.75,0.68,0.64,0.54,-0.12,0.06,0.08,0.06,0.54,0.13,0.11,0.04,0.21,0.19,0.1,0.03,
