报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),75401,256414,154513,92854,31106,74432,54111,37164,18978,82435,60878,43984,24643,84718,59223,41644,22135,74625,53692,59793,50514,31301,20051,14114,
营业收入(万元),75401,256414,154513,92854,31106,74432,54111,37164,18978,82435,60878,43984,24643,84718,59223,41644,22135,74625,53692,59793,50514,31301,20051,14114,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),65056,225367,143280,86711,28860,64887,47428,32033,15914,69592,51759,34822,19595,66831,47419,32300,17288,56848,41231,47520,38412,24157,15249,11238,
营业成本(万元),23413,77732,49038,30167,9944,22154,16277,11448,6080,24458,18098,12492,7030,24529,17366,11959,6365,23283,16551,19636,16349,9460,7875,6416,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),288,1501,1065,764,416,1118,701,520,277,1019,775,578,306,1059,822,612,328,1056,821,718,652,362,238,159,
销售费用(万元),28350,100498,64575,38292,11978,30841,22668,15098,7638,35632,26868,18525,10273,34461,24053,16261,8626,26428,19184,22187,17100,10929,4851,2871,
管理费用(万元),7032,22939,13739,8377,3794,10409,7714,5055,2430,9488,6995,3984,2161,7184,5628,3648,2049,6225,4798,5073,4160,3357,3798,1748,
财务费用(万元),6008,21701,14555,8702,2649,-572,-531,-520,-511,-1581,-1332,-1042,-232,-407,-310,-247,-122,-352,-286,-268,-30,17,-0,38,
资产减值损失(万元),-35,996,307,410,79,938,599,434,-1,577,353,286,58,5,-139,67,42,207,162,173,180,32,78,6,
公允价值变动收益(万元),-482,-1715,-2110,-230,1308,1212,560,-2134,-894,164,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),78,529,202,202,56,762,577,479,222,43,108,109,8,--,--,--,--,--,--,--,--,0,0,10,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
