报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-06-30,2006-12-31,2005-12-31,
营业总收入(万元),22136,90414,66032,46471,24038,52596,36633,26445,14002,45978,36047,25688,13402,46784,34734,24074,11055,36743,27074,19291,9332,34023,25600,19101,8998,38316,28097,19190,10101,52096,36905,25822,12600,43800,31268,19929,8268,42890,32861,22352,41288,18919,29537,19760,
营业收入(万元),22136,90414,66032,46471,24038,52596,36633,26445,14002,45978,36047,25688,13402,46784,34734,24074,11055,36743,27074,19291,9332,34023,25600,19101,8998,38316,28097,19190,10101,52096,36905,25822,12600,43800,31268,19929,8268,42890,32861,22352,41288,18919,29537,19760,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),21954,89620,64015,44998,22968,52629,36843,26662,14285,50056,38307,27182,14239,45753,34840,24055,11073,39688,28867,20416,10252,39760,29342,21442,9960,40662,30322,20842,10777,52732,37734,26575,13044,43953,31134,19428,8210,41870,32211,21953,38787,17559,26446,18194,
营业成本(万元),18173,73825,53100,37705,19378,45527,32126,23666,12991,42927,33568,23958,12579,39726,30198,20953,9633,33553,24720,17643,8690,32935,24449,18229,8283,34369,25714,17766,9267,46277,32989,23366,11472,38509,27477,17039,7042,36135,27290,18678,32952,14699,22295,14297,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),240,736,560,396,241,314,211,160,94,159,121,102,62,197,145,103,57,153,111,87,52,167,99,67,35,146,93,77,45,164,91,71,31,100,59,38,7,121,52,51,125,69,117,90,
销售费用(万元),413,1950,1276,901,511,1219,841,538,195,1432,1003,707,324,1191,914,621,241,943,723,445,258,1218,896,603,322,1181,873,586,276,1447,1166,852,365,1012,689,428,171,1161,842,588,938,446,581,383,
管理费用(万元),3074,11711,8705,5783,2726,5133,3584,2176,952,4287,3244,2197,1171,4009,3210,2139,1005,4055,2818,1913,1097,4343,3476,2263,1173,4419,3392,2254,1124,4469,3309,2188,1165,4052,2877,1927,902,3814,3613,2383,4374,2053,3114,3206,
财务费用(万元),69,475,373,213,113,261,195,127,52,392,313,217,104,441,373,239,136,694,495,328,155,564,422,279,146,368,251,159,65,258,178,98,13,276,20,-16,88,514,414,253,373,162,229,173,
资产减值损失(万元),-14,923,0,0,--,174,-115,-6,--,858,58,--,--,189,--,--,--,290,--,--,--,534,0,--,0,179,--,--,--,119,1,1,0,4,13,13,--,126,--,0,24,130,110,45,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,0,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,-69,4,4,--,-805,-166,-166,0,2201,165,165,14,208,278,278,278,96,246,259,259,436,405,394,334,405,361,267,94,290,138,138,61,47,-151,200,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,-69,--,--,--,-843,--,--,--,-211,--,--,--,-70,0,--,0,-129,21,34,34,--,180,169,109,0,227,--,--,--,--,0,61,0,-151,222,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),425,1404,2017,1474,1069,-33,-210,-217,-283,-4147,-2255,-1490,-837,226,-272,-147,-18,-744,-1628,-961,-906,-5529,-3464,-2063,-685,-2249,-1979,-1393,-417,-200,-424,-359,-110,252,494,768,153,1310,788,536,2562,1406,2940,1766,
营业外收入(万元),19,855,739,637,68,751,599,560,525,807,635,401,370,629,433,327,115,1352,1208,1152,996,423,459,388,62,751,340,309,243,1689,893,474,127,1795,887,435,427,2356,1809,1780,667,5,37,214,
营业外支出(万元),3,27,78,4,1,20,20,16,-3,73,1,2,2,9,3,1,0,0,0,0,0,13,1,1,1,11,10,5,4,20,15,5,0,35,35,33,2,23,23,23,13,1,24,36,
非流动资产处置损失(万元),--,--,74,--,0,--,--,--,-3,--,1,--,2,--,--,--,--,--,0,0,--,12,0,--,0,--,--,--,4,--,--,--,0,0,--,--,2,--,--,--,5,--,8,17,
利润总额(万元),441,2233,2678,2107,1137,697,368,327,245,-3413,-1621,-1091,-469,845,158,179,96,608,-420,191,89,-5118,-3006,-1676,-623,-1509,-1649,-1089,-178,1469,454,110,17,2012,1345,1170,578,3643,2573,2293,3216,1410,2953,1944,
所得税费用(万元),107,353,837,602,344,-9,20,--,--,-128,--,--,--,19,0,--,--,-11,0,--,--,7,0,--,0,-5,1,0,--,229,34,7,0,147,122,119,--,439,0,0,107,221,204,262,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
净利润(万元),334,1879,1842,1504,793,707,348,327,245,-3285,-1621,-1091,-469,825,158,179,96,619,-420,191,89,-5126,-3006,-1676,-623,-1504,-1650,-1089,-178,1240,420,104,17,1865,1223,1051,578,3204,2573,2293,3109,1190,2749,1682,
归属于母公司所有者的净利润(万元),350,1968,1843,1492,801,701,343,328,245,-3118,-1559,-1052,-426,827,128,140,79,586,-475,130,57,-5153,-3031,-1693,-627,-1431,-1583,-1055,-139,1191,403,77,5,1841,1226,1061,608,3274,2622,2314,3176,1234,2793,1703,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-15,-89,-1,13,-9,6,5,-1,-0,-166,-62,-39,-43,-2,30,39,17,33,54,61,32,28,24,17,4,-73,-67,-34,-39,49,17,26,12,24,-3,-10,-30,-69,-49,-21,-67,-45,-44,-21,
基本每股收益,0.01,0.06,0.06,0.05,0.03,0.02,0.01,0.01,0.01,-0.11,-0.05,-0.04,-0.01,0.03,0,0.01,0,0.02,-0.02,0,0,-0.18,-0.1,-0.06,-0.02,-0.05,-0.05,-0.04,--,0.04,0.02,0,0,0.06,0.04,0.04,0.02,0.14,0.12,0.11,0.15,0.06,0.13,0.08,
稀释每股收益,0.01,0.06,0.06,0.05,0.03,0.02,0.01,0.01,0.01,-0.11,-0.05,-0.04,-0.01,0.03,0,0.01,0,0.02,-0.02,0,0,-0.18,-0.1,-0.06,-0.02,-0.05,-0.05,-0.04,--,0.04,0.02,0,0,0.06,0.04,0.04,0.02,0.14,0.12,0.11,0.15,0.06,0.13,0.08,
