报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),83454,324534,227836,145993,80395,287232,197503,135321,74414,296687,211370,142277,78120,312796,220639,146080,69618,322154,306813,271793,
营业收入(万元),83454,324534,227836,145993,80395,287232,197503,135321,74414,296687,211370,142277,78120,312796,220639,146080,69618,322154,306813,271793,
利息收入(万元),0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),72974,292417,201870,129467,70114,257150,175152,118882,65609,260233,185561,125515,68410,272093,193849,129863,62204,287727,270111,239433,
营业成本(万元),54611,212685,147966,94032,51946,183155,127098,87728,48001,191481,138193,93382,51409,205569,144668,96359,45373,208950,197904,179239,
利息支出(万元),0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),634,3166,2191,1416,518,2628,1342,855,535,2353,1521,1017,479,2167,1485,940,492,2370,2098,1849,
销售费用(万元),10030,43711,30893,20862,10097,41491,26766,17794,9390,40339,27693,17964,9607,34517,24046,16467,7786,40296,34519,27595,
管理费用(万元),7092,30397,20540,13359,6634,25950,19414,12548,6950,24203,18183,12639,6150,27704,21539,14128,6754,29410,30371,26465,
财务费用(万元),-451,-1650,-1369,-774,-346,-1081,-849,-619,-346,-1009,-941,-290,-70,686,668,619,435,2612,3991,3470,
资产减值损失(万元),1058,4109,1648,573,1264,5008,1381,577,1079,2867,911,803,834,1449,1442,1349,1364,4089,1229,814,
公允价值变动收益(万元),0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),782,3543,2584,1665,782,2795,1907,1115,432,244,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),0,--,0,--,--,--,--,-16,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),11296,37533,29249,18253,11064,32877,24259,17554,9237,36699,25810,16762,9710,40703,26790,16217,7414,34427,36701,32360,
营业外收入(万元),638,10500,4831,4207,867,2954,1570,1138,833,2791,1425,720,213,2123,1687,1294,542,2054,1543,728,
营业外支出(万元),90,418,469,271,58,468,268,149,81,700,420,198,71,544,350,292,107,816,674,580,
非流动资产处置损失(万元),--,--,122,60,11,93,41,18,10,161,123,70,0,97,75,74,11,97,119,47,
利润总额(万元),11844,47615,33611,22188,11872,35363,25560,18543,9989,38790,26815,17284,9852,42282,28128,17220,7849,35665,37570,32508,
