报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),36581,134861,95169,69855,47536,131836,93535,66932,45255,143720,102975,72546,51257,136374,102198,72281,54268,135514,106586,71839,53238,143773,114733,82514,57885,119679,93140,63470,44177,84173,64740,43892,59692,42775,24216,
营业收入(万元),36581,134861,95169,69855,47536,131836,93535,66932,45255,143720,102975,72546,51257,136374,102198,72281,54268,135514,106586,71839,53238,143773,114733,82514,57885,119679,93140,63470,44177,84173,64740,43892,59692,42775,24216,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),30766,119826,83344,57837,35636,141349,80677,55143,33431,115163,77422,52661,32333,109957,73671,49822,33711,99340,73297,50127,33390,99515,75761,54957,36521,81672,62038,42187,28058,57184,42942,28906,40490,29541,18307,
营业成本(万元),12834,45042,32435,23514,15397,45260,30976,22903,15347,51510,35047,24869,16797,49971,34255,24115,18518,41794,31633,21201,16315,47578,36418,27415,20348,37900,29536,20645,15069,25358,19883,13909,17965,13639,8677,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
