报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),452414,266136,138990,554236,359227,202096,100676,428963,298740,366544,149425,259420,50089,230551,151654,88870,42790,178104,119278,160859,143018,140649,
营业收入(万元),452414,266136,138990,554236,359227,202096,100676,428963,298740,366544,149425,259420,50089,230551,151654,88870,42790,178104,119278,160859,143018,140649,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),389238,231111,119147,450063,293208,172433,86212,352065,248715,296366,117782,225707,45717,207717,138861,81124,38979,156903,106569,139583,126640,129121,
营业成本(万元),308810,183136,95610,363858,238913,139192,69474,295894,210734,243634,94864,179709,35641,166095,110238,63812,30004,129083,87504,118027,110308,113755,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2843,1984,1042,3177,1521,1079,645,2420,1620,2355,1106,1535,390,850,422,245,78,580,284,217,262,170,
销售费用(万元),20523,12246,6412,24045,15601,9493,4414,17211,11683,15119,6871,14751,3364,14621,10091,6071,3152,8460,5705,6927,4899,4067,
管理费用(万元),45465,28026,15070,56448,34769,21998,10032,37422,25459,29907,13352,22897,4883,19894,14106,8598,4552,14646,10971,11857,8128,6521,
财务费用(万元),12285,7320,1973,-1815,1425,750,2103,-2550,-1033,3968,1276,6502,1631,5584,3761,2514,1192,3940,2202,2486,2469,3537,
资产减值损失(万元),-687,-1602,-960,4349,980,-79,-456,1669,252,1383,313,312,-192,674,243,-116,--,195,-96,69,574,1071,
公允价值变动收益(万元),-8,54,--,881,881,681,599,-555,127,-1830,-2054,1505,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),6612,483,--,-754,-754,-540,-233,-1,160,582,414,1535,--,--,--,--,--,--,--,-374,-944,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),69779,35563,19843,104300,66145,29804,14830,76342,50312,68931,30002,36752,4372,22834,12792,7746,3811,21201,12708,20902,15433,11527,
营业外收入(万元),3541,2676,576,3291,1701,979,491,4369,3687,1302,595,1308,253,1680,731,184,97,855,411,1402,752,461,
营业外支出(万元),661,249,96,822,564,260,130,1293,866,1598,205,1472,180,839,631,247,113,323,277,454,262,185,
非流动资产处置损失(万元),481,92,37,422,286,158,104,875,525,1303,111,799,--,490,--,--,--,196,--,324,190,41,
利润总额(万元),72659,37989,20323,106770,67282,30522,15191,79417,53133,68635,30393,36589,4444,23674,12892,7684,3795,21733,12843,21850,15923,11803,
所得税费用(万元),11489,6764,4059,18977,11943,4998,2575,13558,8406,12432,5562,8455,1065,4981,3018,1615,784,4396,3177,5055,2336,1161,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),61170,31225,16264,87793,55338,25525,12616,65859,44727,56202,24831,28134,3380,18693,9874,6069,3011,17337,9665,16794,13587,10642,
归属于母公司所有者的净利润(万元),61109,31132,16226,87482,55101,25367,12526,65820,44717,56203,24832,28134,3380,18693,9874,6069,3011,17337,9665,16794,12470,10139,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,-8,
少数股东损益(万元),61,93,38,311,237,158,90,39,10,-1,-1,--,--,--,--,--,--,--,--,--,1117,504,
基本每股收益,1.53,0.78,0.41,2.43,1.53,0.7,0.35,1.83,1.24,1.56,1.66,0.78,0.23,1.25,0.66,0.41,--,1.16,--,1.12,0.83,0.68,
稀释每股收益,1.53,0.78,0.41,2.43,1.53,0.7,0.35,1.83,1.24,1.56,1.66,0.78,0.23,1.25,0.66,0.41,--,1.16,--,1.12,0.83,0.68,
