报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),297907,114938,651903,405811,244060,103601,420126,206974,122388,48750,256257,148166,87375,37577,216279,129356,65531,26421,162761,89737,55087,21040,117903,75722,47064,21592,126798,90657,52881,114867,86348,46649,
营业收入(万元),297907,114938,651903,405811,244060,103601,420126,206974,122388,48750,256257,148166,87375,37577,216279,129356,65531,26421,162761,89737,55087,21040,117903,75722,47064,21592,126798,90657,52881,114867,86348,46649,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),273615,105401,594171,366415,224682,95837,379201,182952,105999,42367,215549,123002,74721,32942,184720,109677,55940,22212,139971,74529,47467,18176,101384,64842,41919,19161,111294,79232,47459,103106,77380,39148,
营业成本(万元),215223,84889,462284,294091,177815,76895,293374,142037,84302,34014,164421,93618,57380,26093,144350,88522,45839,18987,115568,61718,39832,15224,74475,47352,31059,14173,85918,62072,36789,80162,61852,28307,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1176,612,1959,1313,913,445,1672,872,573,408,2851,1586,852,350,2116,1291,701,265,1811,671,292,271,4228,3909,2430,1115,4963,3485,1922,4058,3079,1993,
销售费用(万元),6530,2954,14947,9356,6065,2978,10220,5168,3402,1505,7792,4816,3038,1506,6714,3831,2124,929,4748,2890,1869,853,4545,2802,1773,852,4050,2727,1768,4069,3039,2530,
管理费用(万元),36961,14176,84256,45577,29663,13338,53561,24232,12703,5414,30896,16189,9839,4809,25575,13731,7577,3284,18284,10604,6236,2724,13134,8216,5531,2389,11439,8496,5521,9094,7661,6235,
财务费用(万元),5219,2245,8888,3961,3317,1206,3764,1851,998,-433,-1472,746,542,547,-1779,-764,-877,-102,-2891,-2306,-1485,-661,-10,-144,-411,73,1068,723,527,1091,159,-444,
资产减值损失(万元),8507,526,21836,12117,6909,976,16609,8792,4021,1458,11061,6047,3070,-362,7743,3065,576,-1150,2452,951,723,-236,5010,2706,1536,558,3855,1730,932,4632,1590,526,
公允价值变动收益(万元),--,--,-651,-651,-651,-181,651,--,--,--,--,--,--,--,0,-1,2,0,--,0,--,--,--,--,--,--,--,--,--,--,--,-658,
投资收益(万元),-156,-65,142,-179,-173,-69,77,-303,-185,-68,245,18,-31,70,572,356,308,-50,159,0,--,--,--,--,--,--,--,--,--,16,56,542,
对联营企业和合营企业的投资收益(万元),-162,-65,126,-179,--,--,315,--,--,--,115,--,--,--,143,--,--,0,159,0,--,--,--,--,--,--,--,--,--,16,-180,-91,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
