报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),87789,55588,99110,70731,91459,91463,87092,
营业收入(万元),87789,55588,99110,70731,91459,91463,87092,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),77870,48911,86418,61676,80106,82730,77358,
营业成本(万元),63253,39897,69463,49849,65609,67769,63051,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),932,580,1100,603,808,768,698,
销售费用(万元),4213,2707,5508,3592,4505,4289,4207,
管理费用(万元),7046,4060,8358,6107,7546,6619,6366,
财务费用(万元),1468,874,710,757,1133,2420,2436,
资产减值损失(万元),958,793,1279,768,504,865,600,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,-3,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),10140,6802,12693,9056,11353,8731,9735,
营业外收入(万元),67,39,670,534,250,145,160,
营业外支出(万元),55,11,308,164,333,233,296,
非流动资产处置损失(万元),48,4,192,66,215,111,113,
利润总额(万元),10152,6830,13054,9426,11270,8642,9599,
所得税费用(万元),2791,1835,3143,2427,2796,2106,2342,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),7361,4995,9910,6999,8474,6536,7257,
归属于母公司所有者的净利润(万元),7361,4995,9910,6999,8474,6536,7257,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,0.69,0.62,1.24,0.87,1.06,0.82,0.91,
稀释每股收益,0.69,0.62,1.24,0.87,1.06,0.82,0.91,
