报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),37580,25396,9044,56196,37407,24729,9780,58340,27122,56315,54083,41037,35857,
营业收入(万元),37580,25396,9044,56196,37407,24729,9780,58340,27122,56315,54083,41037,35857,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),33191,22723,9391,48005,32847,22217,10115,49439,22977,46610,43502,33228,29166,
营业成本(万元),14837,10565,4077,23172,15342,10209,4161,24305,11110,23847,24579,18735,18121,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),551,348,117,780,427,289,111,684,309,600,599,452,374,
销售费用(万元),9969,6466,2904,13209,9474,6447,3186,13799,6417,12598,10970,7754,6719,
管理费用(万元),7645,5115,2213,10299,7331,4953,2598,9951,4743,9146,7025,6028,3744,
财务费用(万元),-208,-116,-61,76,70,52,33,209,92,174,251,211,137,
资产减值损失(万元),397,345,142,470,202,267,25,490,306,245,77,48,72,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,16,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4389,2673,-347,8190,4560,2513,-335,8902,4145,9706,10581,7809,6707,
营业外收入(万元),594,230,57,984,347,151,64,530,84,259,302,160,60,
营业外支出(万元),148,132,12,114,106,106,102,174,119,138,18,194,18,
非流动资产处置损失(万元),13,13,4,4,--,--,--,11,--,26,6,--,--,
利润总额(万元),4835,2770,-303,9060,4801,2558,-373,9258,4109,9827,10866,7775,6749,
所得税费用(万元),616,429,-37,1394,614,387,-42,1648,1067,2510,2826,2338,1378,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4219,2341,-266,7667,4187,2172,-331,7610,3042,7317,8040,5437,5372,
归属于母公司所有者的净利润(万元),4189,2296,-254,7552,4178,2167,-263,7720,3104,7275,7867,5029,4993,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),29,45,-12,114,9,5,-68,-110,-61,42,173,408,378,
基本每股收益,0.19,0.1,-0.01,0.46,0.25,0.13,-0.02,0.47,0.19,0.44,0.48,0.32,--,
稀释每股收益,0.19,0.1,-0.01,0.46,0.25,0.13,-0.02,0.47,0.19,0.44,0.48,0.32,--,
