报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),89362,58324,23783,108536,87290,56243,110334,84548,79626,
营业收入(万元),89362,58324,23783,108536,87290,56243,110334,84548,79626,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),75459,49144,20515,94082,72894,47544,96090,78190,78319,
营业成本(万元),64612,41865,17207,78284,61846,40195,82799,66243,70118,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),425,276,128,401,92,61,198,151,126,
销售费用(万元),5811,3811,1748,8186,5617,3806,7239,5840,3690,
管理费用(万元),4149,2623,1218,6583,4344,2897,5211,4267,3821,
财务费用(万元),393,410,184,726,976,565,582,1480,680,
资产减值损失(万元),69,159,31,-99,19,19,61,209,-117,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,
投资收益(万元),529,525,52,343,98,98,-71,114,125571,
对联营企业和合营企业的投资收益(万元),--,380,52,186,--,-60,-443,-125,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),14432,9705,3320,14798,14493,8797,14173,6472,126878,
营业外收入(万元),748,884,441,1110,757,519,779,441,312,
营业外支出(万元),74,36,21,1577,1379,1348,550,797,720,
非流动资产处置损失(万元),--,--,--,116,--,78,145,257,1,
利润总额(万元),15106,10553,3740,14331,13871,7968,14403,6116,126470,
所得税费用(万元),2276,1555,587,2098,1955,1073,2669,931,18914,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),12830,8998,3154,12233,11916,6895,11734,5185,107557,
归属于母公司所有者的净利润(万元),12830,8998,3154,12233,11916,6895,11734,5185,107628,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,-101,-47,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,-71,
基本每股收益,0.35,0.25,0.09,0.34,0.33,0.19,0.33,--,--,
稀释每股收益,0.35,0.25,0.09,0.34,0.33,0.19,0.33,--,--,
