报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),687389,1983354,1891787,1247459,571325,1873646,1741675,1056502,464039,1774803,1623528,969680,417907,1355444,1112026,704693,308747,1199216,1019854,659204,292777,1025422,826390,524654,221452,762679,633474,377649,161608,547932,432414,247582,415920,363430,262334,
营业收入(万元),687389,1983354,1891787,1247459,571325,1873646,1741675,1056502,464039,1774803,1623528,969680,417907,1355444,1112026,704693,308747,1199216,1019854,659204,292777,1025422,826390,524654,221452,762679,633474,377649,161608,547932,432414,247582,415920,363430,262334,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
营业总成本(万元),619617,1896617,1776846,1143461,515071,1774893,1611138,965989,416425,1646231,1493014,892315,378382,1252588,1013344,646145,278637,1119430,944705,614508,269232,963772,770446,491772,201568,708732,584304,350183,147202,509587,401366,230526,392073,340243,242800,
营业成本(万元),564988,1663121,1599206,1034444,461550,1577621,1497502,908961,391811,1489567,1365538,815079,344379,1116479,920505,580199,255306,1022239,871755,562880,249892,899110,722577,459799,189001,662176,550631,328288,139062,478759,379785,215474,370346,313074,228683,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
营业税金及附加(万元),1664,7643,6233,3425,1416,6579,2999,1624,683,638,22,11,2,47,12,9,3,159,56,42,13,169,64,51,10,62,34,22,10,19,12,8,2,27,3,
销售费用(万元),37294,145605,109680,72734,36505,101780,54453,26266,12149,83336,66604,38860,17820,75654,48832,35750,13500,48434,51680,37634,12472,41801,30506,20103,6987,35651,25996,17348,6638,23996,16543,11534,14486,12921,8964,
