报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),30479,21695,5945,49419,26471,17711,5849,40900,22010,37148,35484,36297,32365,
营业收入(万元),30479,21695,5945,49419,26471,17711,5849,40900,22010,37148,35484,36297,32365,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),28553,20343,5966,43695,23488,16191,5700,35478,19917,32032,30541,30847,28107,
营业成本(万元),25671,18494,5145,39949,21587,14999,5017,31941,17929,28438,26707,27322,25279,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),155,121,57,219,93,73,39,648,298,726,792,718,560,
销售费用(万元),371,205,96,641,401,200,92,433,249,299,251,212,173,
管理费用(万元),1934,1184,538,2693,1392,881,487,2250,1432,2294,2433,2257,1818,
财务费用(万元),58,39,21,170,121,75,35,165,123,202,60,37,-8,
资产减值损失(万元),362,300,109,24,-105,-38,30,40,-113,73,297,301,284,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),90,90,90,--,--,--,--,--,--,--,-2,-28,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2016,1442,69,5724,2983,1520,149,5422,2093,5115,4941,5422,4258,
营业外收入(万元),70,61,--,49,6,6,0,101,77,38,103,17,13,
营业外支出(万元),192,165,131,5,--,--,--,1,0,15,38,12,9,
非流动资产处置损失(万元),3,1,0,2,--,--,--,--,--,--,0,4,5,
利润总额(万元),1895,1338,-62,5767,2989,1526,149,5523,2170,5138,5006,5428,4263,
所得税费用(万元),402,272,-31,1514,806,430,35,1463,583,1438,1323,1400,1095,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1493,1066,-31,4254,2182,1096,114,4060,1587,3701,3683,4028,3168,
归属于母公司所有者的净利润(万元),1493,1066,-31,4254,2182,1096,114,4060,1587,3701,3683,4055,3191,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,-27,-23,
基本每股收益,0.11,0.08,-0,0.63,0.33,0.17,0.02,0.62,0.24,0.56,0.56,0.7,0.59,
稀释每股收益,0.11,0.08,-0,0.63,--,0.17,0.02,0.62,--,0.56,0.56,0.7,0.59,
