报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),88481,59629,116830,90401,120185,58230,105455,102841,99328,
营业收入(万元),88481,59629,116830,90401,120185,58230,105455,102841,99328,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),72927,48945,101194,76507,104960,50114,92468,90807,89465,
营业成本(万元),64035,43017,89136,66804,91695,44660,83185,81382,81266,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),395,298,871,737,1358,625,1044,1059,1214,
销售费用(万元),1911,1273,2262,1771,2164,859,1573,1656,1583,
管理费用(万元),7308,4812,9721,7786,9415,3920,7231,7792,5894,
财务费用(万元),-720,-448,-612,-702,96,-171,-509,-1058,-583,
资产减值损失(万元),-2,-8,-184,111,232,221,-56,-24,90,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,
投资收益(万元),53,42,51,34,8,--,--,--,12,
对联营企业和合营企业的投资收益(万元),53,42,51,34,8,--,--,--,14,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),15724,10726,15687,13928,15233,8116,12987,12034,9875,
营业外收入(万元),310,165,1914,1616,1057,107,1432,682,673,
营业外支出(万元),9,6,94,61,40,7,35,97,21,
非流动资产处置损失(万元),9,5,14,14,8,3,10,16,4,
利润总额(万元),16025,10885,17507,15483,16250,8216,14384,12619,10527,
所得税费用(万元),4047,2773,4465,3989,4336,2236,3856,3283,2758,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),11978,8113,13042,11494,11914,5980,10528,9336,7769,
归属于母公司所有者的净利润(万元),11978,8115,13042,11494,11914,5980,10528,9336,7769,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-0,-3,--,--,--,--,--,--,--,
基本每股收益,0.43,0.29,0.47,0.42,0.47,0.26,0.45,0.43,0.42,
稀释每股收益,0.43,0.29,0.47,0.42,0.47,0.26,0.45,0.43,0.42,
