报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),271570,188813,115443,45459,199766,133490,82084,34019,138493,93459,56075,23379,134532,98194,64916,28040,178920,130976,85187,36570,177236,121499,75477,33436,130845,88768,56175,23367,98545,68258,43255,18709,59444,38324,22932,10306,36383,25395,7023,38280,48062,
营业收入(万元),271570,188813,115443,45459,199766,133490,82084,34019,138493,93459,56075,23379,134532,98194,64916,28040,178920,130976,85187,36570,177236,121499,75477,33436,130845,88768,56175,23367,98545,68258,43255,18709,59444,38324,22932,10306,36383,25395,7023,38280,48062,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),246457,168091,103787,40878,181217,120484,74176,31128,122006,80838,47506,19644,111090,79402,52209,22284,152489,111418,72276,31586,149988,100035,61057,27090,106869,70893,45363,18789,82282,57218,36690,16421,53869,34504,20612,9019,29067,20154,5544,31575,40040,
营业成本(万元),200018,138927,85729,34035,147904,99084,61490,25563,93159,62014,35640,14164,81490,59874,39758,16745,120342,89245,58304,25411,120676,80964,49644,22198,87304,58499,37691,15674,69182,48729,31368,13821,45395,29123,17351,7375,24184,16469,4438,27257,36154,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
