报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),58410,204693,137451,80712,33306,128276,84827,52236,21501,75003,53196,40469,17966,68279,49787,36650,57339,42390,38880,
营业收入(万元),58410,204693,137451,80712,33306,128276,84827,52236,21501,75003,53196,40469,17966,68279,49787,36650,57339,42390,38880,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),51892,181058,121968,71808,29286,115121,76915,46612,18901,66874,47952,36175,15981,61283,44948,32796,51553,37401,34716,
营业成本(万元),47175,161166,109157,63932,25951,103842,70001,42772,17214,60063,43087,32729,14360,54902,40289,29703,46224,33190,30080,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),242,1058,773,539,236,526,169,123,85,199,108,68,16,240,131,112,155,145,147,
销售费用(万元),1211,4532,3226,2080,789,2898,1784,1055,436,1633,1258,925,407,1460,1097,723,1154,797,695,
管理费用(万元),2671,11141,6889,4170,1871,6980,4524,2499,1149,4384,2967,1953,995,3589,2596,1683,3198,2656,3062,
财务费用(万元),581,3019,1849,1016,430,882,447,176,13,554,519,487,198,1076,824,562,808,609,725,
资产减值损失(万元),13,143,74,70,8,-7,-10,-14,2,40,12,14,5,16,10,14,14,3,6,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,4,4,4,4,1,0,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6644,24054,15487,8907,4024,13156,7912,5625,2600,8130,5244,4294,1985,6996,4840,3854,5786,4989,4164,
营业外收入(万元),2,79,442,276,50,2003,1264,203,83,336,310,7,5,249,139,14,221,316,182,
营业外支出(万元),4,145,32,3,-4,32,21,21,0,129,38,4,--,12,3,3,34,45,41,
非流动资产处置损失(万元),--,--,1,0,--,1,0,0,0,9,3,3,--,9,--,--,1,0,--,
利润总额(万元),6641,23989,15896,9180,4077,15127,9155,5806,2683,8337,5516,4297,1990,7232,4976,3866,5972,5260,4306,
所得税费用(万元),996,3347,2234,1282,561,2036,1134,767,357,1113,715,597,256,952,746,965,784,710,665,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5645,20641,13662,7898,3516,13091,8021,5040,2326,7224,4801,3700,1734,6281,4230,2901,5189,4550,3641,
归属于母公司所有者的净利润(万元),5536,20306,13415,7701,3388,13091,8021,5040,2326,7224,4801,3700,1734,6281,4230,2901,5189,4550,3641,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),109,335,248,196,128,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
基本每股收益,0.22,0.85,0.56,0.32,0.14,0.55,0.33,0.21,0.1,1.03,0.72,0.62,0.29,1.05,0.7,0.48,0.86,0.76,0.61,
稀释每股收益,0.22,0.85,0.56,0.32,0.14,0.55,0.33,0.21,0.1,1.03,0.72,0.62,0.29,1.05,0.7,0.48,0.86,0.76,0.61,
