报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),120206,77903,150097,105546,64451,138011,136294,113731,
营业收入(万元),120206,77903,150097,105546,64451,138011,136294,113731,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),110160,71475,140093,96327,59283,130502,127111,103253,
营业成本(万元),98111,63475,121611,85088,51562,113913,111933,90177,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),571,335,488,133,133,414,263,283,
销售费用(万元),2579,1834,3711,2447,1657,3749,2999,2762,
管理费用(万元),6555,4188,11057,6459,4118,9005,7218,5930,
财务费用(万元),2509,1778,2936,2034,1609,3424,4144,3462,
资产减值损失(万元),-165,-135,289,166,205,-3,555,639,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,-3,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),10097,6462,10005,9219,5168,7509,9182,10475,
营业外收入(万元),725,505,568,524,292,395,397,417,
营业外支出(万元),51,1,175,92,58,199,315,198,
非流动资产处置损失(万元),0,0,1,--,--,9,5,--,
利润总额(万元),10770,6966,10398,9651,5402,7705,9263,10694,
所得税费用(万元),947,667,1385,1163,747,1234,1218,1375,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),9823,6299,9013,8488,4655,6470,8045,9319,
归属于母公司所有者的净利润(万元),9823,6299,9013,8488,4655,6470,8045,9319,
被合并方在合并前实现净利润(万元),--,--,--,--,--,-1208,1414,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,
基本每股收益,0.63,0.42,0.6,--,0.31,0.75,1.96,2.27,
稀释每股收益,0.63,0.42,0.6,--,--,0.75,1.96,2.27,
