报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,
营业总收入(万元),891676,566848,296435,1323992,973467,639757,330125,2625995,1416729,1141233,426897,748231,382831,555217,291957,
营业收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利息收入(万元),228939,344190,76196,730199,173331,378459,53562,1172546,291642,418199,169574,266645,112431,169865,84494,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),448269,274747,134910,770787,577308,393472,204078,1683276,970145,693389,237618,486828,224219,372290,195070,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),2516,1208,2432,5478,2296,1050,704,2937,1088,2043,626,1403,793,1158,539,
营业总成本(万元),478955,304683,170942,669082,511460,346789,198973,1313669,668223,642775,250131,458827,249838,365563,177760,
营业成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利息支出(万元),--,191020,--,484027,--,269276,--,703005,--,137723,45987,68463,28873,27910,13636,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),0,--,2121,1918,1,1,1,-16,-16,-59,-68,134,79908,15,44,
营业税金及附加(万元),6006,3581,1365,37326,34655,31609,22499,165696,86913,58955,21416,39206,--,25435,13117,
销售费用(万元),433935,277690,148559,604587,473505,314120,176278,1133825,580010,579817,226919,400270,--,337416,165825,
管理费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
财务费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
资产减值损失(万元),39015,23412,18897,25252,3299,1059,195,14164,1316,4062,1864,19217,12214,2697,-1226,
公允价值变动收益(万元),39134,34323,53418,-97164,-15250,-25564,-3453,-25061,7175,64256,16108,-12981,--,4271,8190,
投资收益(万元),173757,103635,29420,399266,237149,161050,75287,470424,121159,101045,48629,82691,38726,35666,17385,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,-40,34,89,-33,--,--,--,
汇兑收益(万元),-940,-234,58,-547,-1367,565,-53,24878,25521,24,330,-7892,--,-122,-86,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),50623,31298,13565,45285,34283,21290,10818,44856,20253,19180,8081,12546,--,4119,978,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),412720,262164,125492,654909,462007,292968,131151,1312325,748506,498458,176766,289404,132994,189654,114197,
营业外收入(万元),1765,828,290,4370,3684,1750,800,2289,1289,2667,362,886,--,2178,408,
营业外支出(万元),1485,1273,97,1616,1423,1163,233,1217,145,796,136,989,--,3201,865,
非流动资产处置损失(万元),--,8,--,10,--,6,--,27,14,19,--,4,--,--,--,
利润总额(万元),413001,261720,125685,657663,464268,293555,131718,1313397,749650,500330,176992,289302,132994,188631,113740,
所得税费用(万元),71632,48598,13080,139122,106990,66449,30016,325732,183025,121291,41739,73809,35204,45378,26073,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),341368,213122,112606,518541,357278,227106,101702,987665,566625,379038,135253,215493,97790,143254,87667,
归属于母公司所有者的净利润(万元),338344,211221,111734,515355,354951,225546,101145,983551,564281,377073,134657,213525,96769,141978,86575,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),3024,1900,871,3186,2327,1560,557,4114,2344,1966,597,1968,1021,1276,1091,
基本每股收益,0.34,0.21,0.11,0.54,0.37,0.24,0.11,1.11,0.69,0.5,0.18,0.31,0.15,0.24,0.14,
稀释每股收益,--,--,--,--,--,--,--,--,--,--,--,0.31,0.15,0.24,0.14,
