报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),218625,138507,55622,260915,212702,120953,53563,189198,129364,72393,34913,145100,120498,75871,32800,137965,100872,63489,28003,147667,107353,67297,29358,134497,92601,61619,28297,152312,77829,128590,90780,111349,
营业收入(万元),218625,138507,55622,260915,212702,120953,53563,189198,129364,72393,34913,145100,120498,75871,32800,137965,100872,63489,28003,147667,107353,67297,29358,134497,92601,61619,28297,152312,77829,128590,90780,111349,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),208420,130564,50766,245597,201218,110671,47512,171038,115399,65482,32551,136420,112500,71294,31887,133903,97826,61433,27126,143476,103726,64829,28329,130005,84508,59123,27082,145644,74052,121831,86529,108253,
营业成本(万元),187868,118481,45784,217521,183151,99051,41942,157792,108503,61918,31220,120347,103711,66272,29890,124533,91307,57680,25558,135222,98291,61507,26545,122542,84508,56056,25327,137616,69728,114077,81125,104095,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),6319,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),350,207,99,1089,380,222,96,501,72,54,45,298,242,180,86,90,73,66,24,125,99,99,26,143,63,37,5,222,97,330,98,206,
销售费用(万元),2828,1971,1018,5819,4336,2697,1198,2986,1834,1220,949,3065,2565,1038,297,1534,908,487,153,1216,660,311,114,1625,996,566,298,1303,638,1407,862,567,
管理费用(万元),2314,5366,2398,10904,8307,5213,2796,9511,5140,2871,1134,6037,4224,3019,1430,6439,4701,2689,1132,6433,4330,2674,1444,5586,3852,2492,1442,6408,3413,5502,3869,2834,
财务费用(万元),8715,4522,1503,10182,5039,3492,1496,144,-130,-655,-715,6570,1752,769,175,1266,826,485,237,449,335,231,198,97,35,-28,10,90,159,510,586,756,
资产减值损失(万元),26,16,-35,81,5,-4,-16,105,-19,74,-82,104,6,16,9,41,11,25,21,30,11,6,2,11,15,--,--,5,16,6,-11,-205,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),0,--,--,35,34,34,--,40,--,--,--,--,--,--,--,94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),10268,7983,4880,16299,11519,10316,6051,18200,13965,6912,2363,8679,7998,4577,913,4156,3046,2056,877,4191,3627,2468,1030,4492,3133,2496,1215,6668,3777,6759,4251,3097,
营业外收入(万元),225,221,228,16,379,376,344,257,167,46,10,101,43,36,3,92,76,55,55,24,20,15,3,322,322,319,56,155,155,23,159,9,
营业外支出(万元),48,4,1,38,118,80,0,201,0,112,0,164,107,98,13,7,7,6,0,9,9,9,--,10,6,6,0,7,7,10,5,13,
非流动资产处置损失(万元),--,--,--,--,14,--,--,88,--,--,--,44,--,--,--,--,--,--,--,--,--,-3,--,--,--,--,--,--,--,--,2,--,
利润总额(万元),10445,8199,5107,16278,11780,10612,6395,18256,14132,6845,2372,8617,7934,4515,903,4242,3116,2104,932,4207,3638,2474,1033,4804,3448,2809,1272,6816,3925,6771,4405,3092,
所得税费用(万元),2234,1779,1252,2338,2667,2396,1301,3670,2847,1362,367,1661,1457,788,123,609,483,323,142,597,544,370,155,679,515,421,191,952,544,1015,666,877,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),8210,6420,3855,13940,9113,8216,5094,14586,11285,5483,2005,6955,6477,3727,780,3633,2633,1781,791,3610,3094,2104,878,4125,2933,2388,1081,5864,3382,5756,3739,2215,
归属于母公司所有者的净利润(万元),4902,3707,2105,8530,6027,4978,2996,8127,6170,3071,1000,4121,4229,2664,776,3685,2680,1812,804,3620,3094,2104,878,4125,2933,2388,1081,5864,3382,5756,3739,2215,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,7,7,7,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),3308,2713,1750,5410,3086,3238,2098,6459,5115,2411,1005,2835,2249,1062,4,-53,-47,-31,-14,-10,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.1,0.07,0.04,0.17,0.12,0.1,0.09,0.25,0.19,0.1,0.03,0.13,0.13,0.08,0.02,0.23,0.17,0.11,0.05,0.23,0.19,0.13,0.08,0.39,0.27,0.22,0.1,0.73,0.42,0.72,0.47,0.28,
稀释每股收益,0.1,0.07,0.04,0.17,0.12,0.1,0.09,0.25,0.19,0.1,0.03,0.13,0.13,0.08,0.02,0.23,0.17,0.11,0.05,0.23,0.19,0.13,0.08,0.39,0.27,0.22,0.1,0.73,0.42,0.72,0.47,0.28,
