报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),84424,54865,21407,107691,65039,45984,22008,66286,37767,24354,10216,35991,20693,11999,5345,29678,16751,9386,4087,24539,14263,8910,3188,19297,12564,6771,2850,17511,11005,13878,9390,8376,
营业收入(万元),84424,54865,21407,107691,65039,45984,22008,66286,37767,24354,10216,35991,20693,11999,5345,29678,16751,9386,4087,24539,14263,8910,3188,19297,12564,6771,2850,17511,11005,13878,9390,8376,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),78293,50890,21547,115512,58878,41551,20661,55932,30974,19398,8830,31347,19063,11347,5530,26467,14474,8613,4111,23232,13537,8472,3199,16874,11582,6413,2831,13973,8681,10900,7362,6667,
营业成本(万元),45718,30549,12632,52081,35247,25807,13311,27970,13132,8317,3803,12500,7727,4950,3253,12407,5660,3030,1483,11991,5751,3447,1131,8397,5336,2556,937,7628,4381,5783,3202,3107,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),10982,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),855,546,277,1057,540,296,172,692,271,190,74,313,178,127,59,181,66,20,5,99,59,45,16,233,140,86,34,267,186,139,138,95,
销售费用(万元),11141,7259,3389,16838,9167,6245,3215,10128,6855,4235,1462,4332,2661,1626,679,3318,2285,1477,630,2371,1725,1148,601,2016,1702,1006,561,1650,1103,1440,1124,1008,
管理费用(万元),8554,11703,5186,22417,13786,9216,4083,15400,9829,6299,3542,13766,8537,4572,1646,9985,6661,4287,2016,8637,6378,4209,1479,5868,4449,2800,1302,4378,2980,3517,2930,2400,
财务费用(万元),442,232,63,424,138,-12,-120,-218,-275,-171,-52,-849,-506,-396,-107,-351,-268,-271,-102,-351,-383,-383,-29,-47,-53,-43,-3,-52,-43,-41,-77,-18,
资产减值损失(万元),601,601,--,22695,--,--,--,1959,1162,527,--,1285,467,468,--,927,70,69,--,486,6,6,--,408,8,8,--,103,74,61,45,75,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),379,352,66,168,204,204,40,793,766,205,--,-4,-87,-87,--,-111,-59,-45,--,-84,-36,-36,--,-44,--,--,--,--,--,--,11,13,
对联营企业和合营企业的投资收益(万元),--,--,--,-69,--,--,--,-92,--,--,--,-212,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),1,--,--,--,--,--,--,--,--,--,--,--,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),10854,7160,1527,-3753,7327,5137,1386,11147,7559,5161,1386,4640,1558,565,-185,3100,2218,729,-24,1223,690,403,-11,2379,982,358,18,3538,2324,2978,2039,1721,
营业外收入(万元),1446,1172,34,20483,2581,589,493,2648,1634,1097,321,2120,1592,921,645,1251,635,514,357,1472,1110,444,297,1676,1393,1102,319,903,340,470,554,406,
营业外支出(万元),71,71,68,6,10,10,6,83,91,13,11,83,76,61,-0,74,26,25,25,123,114,113,2,9,4,2,2,6,6,10,33,8,
非流动资产处置损失(万元),--,--,--,--,--,5,--,55,--,1,--,45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
