报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),32965,84113,45103,30763,12436,47877,31153,20558,11496,39803,28837,18703,10014,42455,32200,20495,10283,38262,30073,26201,
营业收入(万元),32965,84113,45103,30763,12436,47877,31153,20558,11496,39803,28837,18703,10014,42455,32200,20495,10283,38262,30073,26201,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),25292,70212,40013,27325,11156,42742,28593,18818,10496,35941,25956,16570,8937,38127,28769,18373,9273,34697,26762,23140,
营业成本(万元),20488,56148,31133,21527,8421,35136,23614,15795,8910,30470,21791,13842,7527,31825,24176,15319,7402,28802,22334,19199,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),218,457,321,207,83,325,138,83,49,199,160,114,79,185,140,72,46,140,118,106,
销售费用(万元),1588,4884,3391,2326,1068,3355,2490,1553,772,2243,1733,1275,549,2880,2143,1505,950,2602,1779,1525,
管理费用(万元),2049,6913,4157,2729,1345,3785,2350,1375,639,3105,2332,1370,648,3154,2206,1456,734,2824,2303,2257,
财务费用(万元),1340,972,556,271,131,-91,-53,-56,2,-210,-190,-92,9,48,7,-22,19,330,173,88,
资产减值损失(万元),-391,838,455,266,108,232,53,69,124,135,131,61,124,36,98,42,123,-1,55,-35,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
投资收益(万元),38,135,143,116,6,285,211,188,116,66,5,5,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7811,14285,5358,3647,1287,5420,2771,1927,1116,3928,2885,2138,1077,4328,3431,2122,1010,3565,3311,3061,
营业外收入(万元),0,140,281,99,3,249,138,75,12,543,66,25,0,66,60,40,40,115,45,674,
营业外支出(万元),200,118,51,0,1,57,33,7,--,0,0,--,--,0,0,0,--,17,5,15,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,--,7,
利润总额(万元),7611,14307,5589,3745,1290,5612,2875,1995,1128,4470,2950,2163,1077,4394,3490,2162,1050,3662,3351,3720,
所得税费用(万元),1836,2400,763,521,140,1088,501,310,166,558,420,317,161,699,616,420,166,522,479,534,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5775,11907,4826,3224,1150,4524,2375,1685,962,3912,2530,1846,915,3695,2874,1742,885,3140,2872,3186,
归属于母公司所有者的净利润(万元),4998,11326,4244,2844,903,4524,2375,1685,962,3912,2530,1846,915,3695,2874,1742,885,3140,2872,3186,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),777,581,581,380,247,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.23,0.52,0.19,0.13,0.04,0.23,0.13,0.09,0.14,0.64,0.43,0.33,0.18,0.74,0.57,0.35,0.18,0.63,0.57,0.66,
稀释每股收益,0.23,0.52,0.19,0.13,0.04,0.23,0.13,0.09,0.14,0.64,0.43,0.33,0.18,0.74,0.57,0.35,0.18,0.63,0.57,0.66,
